accidentId,region_id,relationship
AE_FIRE_EM_00123,REG_서귀포시_대정읍,OCCURRED_IN_REGION
AE_FIRE_EM_00124,REG_서귀포시_대정읍,OCCURRED_IN_REGION
AE_FIRE_EM_00125,REG_서귀포시_안덕면,OCCURRED_IN_REGION
AE_FIRE_EM_00126,REG_서귀포시_대정읍,OCCURRED_IN_REGION
AE_FIRE_EM_00127,REG_서귀포시_표선면,OCCURRED_IN_REGION
AE_FIRE_EM_00128,REG_제주시_도두일동,OCCURRED_IN_REGION
AE_FIRE_EM_00129,REG_제주시_한림읍,OCCURRED_IN_REGION
AE_FIRE_EM_00130,REG_제주시_애월읍,OCCURRED_IN_REGION
AE_FIRE_EM_00131,REG_제주시_우도면,OCCURRED_IN_REGION
AE_FIRE_EM_00132,REG_제주시_이도이동,OCCURRED_IN_REGION
AE_FIRE_EM_00133,REG_제주시_한림읍,OCCURRED_IN_REGION
AE_FIRE_EM_00134,REG_제주시_애월읍,OCCURRED_IN_REGION
AE_FIRE_EM_00135,REG_제주시_도남동,OCCURRED_IN_REGION
AE_FIRE_EM_00136,REG_제주시_도남동,OCCURRED_IN_REGION
AE_FIRE_EM_00137,REG_제주시_용담삼동,OCCURRED_IN_REGION
AE_FIRE_EM_00138,REG_서귀포시_남원읍,OCCURRED_IN_REGION
AE_FIRE_EM_00139,REG_제주시_일도이동,OCCURRED_IN_REGION
AE_FIRE_EM_00140,REG_제주시_용담삼동,OCCURRED_IN_REGION
AE_FIRE_EM_00141,REG_제주시_용담이동,OCCURRED_IN_REGION
AE_FIRE_EM_00142,REG_제주시_일도이동,OCCURRED_IN_REGION
AE_FIRE_EM_00143,REG_제주시_도두일동,OCCURRED_IN_REGION
AE_FIRE_EM_00144,REG_제주시_도두일동,OCCURRED_IN_REGION
AE_FIRE_EM_00145,REG_제주시_오라이동,OCCURRED_IN_REGION
AE_FIRE_EM_00146,REG_제주시_오라일동,OCCURRED_IN_REGION
AE_FIRE_EM_00147,REG_제주시_해안동,OCCURRED_IN_REGION
AE_FIRE_EM_00148,REG_제주시_연동,OCCURRED_IN_REGION
AE_FIRE_EM_00149,REG_제주시_연동,OCCURRED_IN_REGION
AE_FIRE_EM_00150,REG_제주시_연동,OCCURRED_IN_REGION
AE_FIRE_EM_00151,REG_서귀포시_강정동,OCCURRED_IN_REGION
AE_FIRE_EM_00152,REG_제주시_건입동,OCCURRED_IN_REGION
AE_FIRE_EM_00153,REG_제주시_애월읍,OCCURRED_IN_REGION
AE_FIRE_EM_00154,REG_제주시_화북이동,OCCURRED_IN_REGION
AE_FIRE_EM_00155,REG_제주시_화북일동,OCCURRED_IN_REGION
AE_FIRE_EM_00156,REG_제주시_화북이동,OCCURRED_IN_REGION
AE_FIRE_EM_00157,REG_제주시_도련이동,OCCURRED_IN_REGION
AE_FIRE_EM_00158,REG_제주시_도련이동,OCCURRED_IN_REGION
AE_FIRE_EM_00159,REG_제주시_일도일동,OCCURRED_IN_REGION
AE_FIRE_EM_00160,REG_제주시_일도일동,OCCURRED_IN_REGION
AE_FIRE_EM_00161,REG_제주시_구좌읍,OCCURRED_IN_REGION
AE_FIRE_EM_00162,REG_서귀포시_성산읍,OCCURRED_IN_REGION
AE_FIRE_EM_00163,REG_서귀포시_성산읍,OCCURRED_IN_REGION
AE_FIRE_EM_00164,REG_제주시_구좌읍,OCCURRED_IN_REGION
AE_FIRE_EM_00165,REG_제주시_조천읍,OCCURRED_IN_REGION
AE_FIRE_EM_00166,REG_제주시_조천읍,OCCURRED_IN_REGION
AE_FIRE_EM_00167,REG_제주시_조천읍,OCCURRED_IN_REGION
AE_FIRE_EM_00168,REG_제주시_연동,OCCURRED_IN_REGION
AE_FIRE_EM_00169,REG_제주시_애월읍,OCCURRED_IN_REGION
AE_FIRE_EM_00170,REG_제주시_노형동,OCCURRED_IN_REGION
AE_FIRE_EM_00171,REG_제주시_애월읍,OCCURRED_IN_REGION
AE_FIRE_EM_00172,REG_제주시_애월읍,OCCURRED_IN_REGION
AE_FIRE_EM_00173,REG_제주시_오등동,OCCURRED_IN_REGION
AE_FIRE_EM_00174,REG_제주시_노형동,OCCURRED_IN_REGION
AE_FIRE_EM_00175,REG_제주시_노형동,OCCURRED_IN_REGION
AE_FIRE_EM_00176,REG_제주시_조천읍,OCCURRED_IN_REGION
AE_FIRE_EM_00177,REG_제주시_외도이동,OCCURRED_IN_REGION
AE_FIRE_EM_00178,REG_제주시_외도이동,OCCURRED_IN_REGION
AE_FIRE_EM_00179,REG_제주시_외도이동,OCCURRED_IN_REGION
AE_FIRE_EM_00180,REG_제주시_외도이동,OCCURRED_IN_REGION
AE_FIRE_EM_00181,REG_제주시_화북이동,OCCURRED_IN_REGION
AE_FIRE_EM_00182,REG_제주시_화북이동,OCCURRED_IN_REGION
