placeId,riskScore,riskBasis,nearbyAnnualAvg,regionAnnualAvg
P626,0.0,nearby_1km,0.5,103.67
P627,0.5669,region_only,0.0,103.67
P628,0.6,region_only,0.0,134.0
P629,0.4171,region_only,0.0,32.0
P630,0.2576,region_only,0.0,8.67
P631,0.2576,region_only,0.0,8.67
P632,0.0,nearby_1km,0.5,134.0
P633,0.2423,nearby_1km,2.5,134.0
P634,0.5084,region_only,0.0,65.67
P635,0.564,region_only,0.0,101.33
P636,0.3716,nearby_1km,4.5,103.67
P637,0.2805,nearby_1km,3.0,114.0
P638,0.0,nearby_1km,0.5,101.33
P639,0.2805,nearby_1km,3.0,134.0
P640,0.3716,nearby_1km,4.5,57.0
P641,0.3716,nearby_1km,4.5,120.33
P642,0.1461,nearby_1km,1.5,32.0
P643,0.1982,nearby_1km,2.0,117.0
P644,0.3716,nearby_1km,4.5,101.33
P645,0.0823,nearby_1km,1.0,11.67
P646,0.5084,region_only,0.0,65.67
P647,0.0,nearby_1km,0.5,4.0
P648,0.2805,nearby_1km,3.0,120.33
P649,0.0,nearby_1km,0.5,101.33
P650,0.0,nearby_1km,0.5,103.67
P651,0.485,region_only,0.0,54.67
P652,0.0,nearby_1km,0.5,11.33
P653,0.1461,nearby_1km,1.5,32.0
P654,0.3716,nearby_1km,4.5,10.33
P655,0.2423,nearby_1km,2.5,54.67
P656,0.5669,region_only,0.0,103.67
P657,0.564,region_only,0.0,101.33
P658,0.0,nearby_1km,0.5,54.67
P659,0.0,nearby_1km,0.5,103.67
P660,0.485,region_only,0.0,54.67
P661,0.0,nearby_1km,0.5,32.0
P662,0.0,nearby_1km,0.5,5.33
P663,0.2423,nearby_1km,2.5,114.0
P664,0.5825,region_only,0.0,117.0
P665,0.0823,nearby_1km,1.0,54.67
P666,0.5669,region_only,0.0,103.67
P667,0.2423,nearby_1km,2.5,0.0
P668,0.5084,region_only,0.0,65.67
P669,0.0,nearby_1km,0.5,117.0
P670,0.3716,nearby_1km,4.5,114.0
P671,0.0823,nearby_1km,1.0,54.67
P672,0.0823,nearby_1km,1.0,114.0
P673,0.0728,region_only,0.0,1.33
P674,0.5825,region_only,0.0,117.0
P675,0.4194,nearby_1km,5.5,134.0
P676,0.0823,nearby_1km,1.0,65.67
P677,0.5825,nearby_1km,10.5,40.33
P678,0.3988,region_only,0.0,27.67
P679,0.0823,nearby_1km,1.0,54.67
P680,0.5825,region_only,0.0,117.0
P681,0.3142,nearby_1km,3.5,120.33
P682,0.1982,nearby_1km,2.0,120.33
P683,0.0,nearby_1km,0.5,5.67
P684,0.3443,nearby_1km,4.0,65.67
P685,0.3957,region_only,0.0,27.0
P686,0.1318,region_only,0.0,2.67
P687,0.253,region_only,0.0,8.33
P688,0.3957,region_only,0.0,27.0
P689,0.0,nearby_1km,0.5,103.67
P690,0.4171,region_only,0.0,32.0
P691,0.485,region_only,0.0,54.67
P692,0.0823,nearby_1km,1.0,66.33
P693,0.0,nearby_1km,0.5,117.0
P694,0.1461,nearby_1km,1.5,32.0
P695,0.0,nearby_1km,0.5,114.0
P696,0.1461,nearby_1km,1.5,65.67
P697,0.1982,nearby_1km,2.0,103.67
P698,0.3716,nearby_1km,4.5,16.67
P699,0.6585,nearby_1km,14.0,6.33
P700,0.2423,nearby_1km,2.5,117.0
P701,0.7336,nearby_1km,18.5,40.33
P702,0.0823,nearby_1km,1.0,57.0
P703,0.1461,nearby_1km,1.5,8.33
P704,0.1982,nearby_1km,2.0,66.33
P705,0.0,nearby_1km,0.5,11.67
P706,0.3142,nearby_1km,3.5,101.33
P707,0.0823,nearby_1km,1.0,79.33
P708,0.3965,nearby_1km,5.0,10.33
P709,0.3142,nearby_1km,3.5,8.67
P710,0.0,nearby_1km,0.5,134.0
P711,0.0823,nearby_1km,1.0,4.0
P712,0.2423,nearby_1km,2.5,117.0
P713,0.0,nearby_1km,0.5,117.0
P714,0.1982,nearby_1km,2.0,6.33
P715,0.1461,nearby_1km,1.5,117.0
P716,0.0,nearby_1km,0.5,32.0
P717,0.3443,nearby_1km,4.0,114.0
P718,0.0823,nearby_1km,1.0,32.0
P719,0.0,nearby_1km,0.5,40.33
P720,0.4903,region_only,0.0,57.0
P721,0.0823,nearby_1km,1.0,4.67
P722,0.0,nearby_1km,0.5,114.0
P723,0.485,region_only,0.0,54.67
P724,0.485,region_only,0.0,54.67
P725,0.564,region_only,0.0,101.33
P726,0.0,nearby_1km,0.5,103.67
P727,0.0823,nearby_1km,1.0,103.67
P728,0.0823,nearby_1km,1.0,101.33
P729,0.5947,nearby_1km,11.0,54.67
P730,0.5279,nearby_1km,8.5,134.0
P731,0.2805,nearby_1km,3.0,103.67
P732,0.3443,nearby_1km,4.0,11.33
P733,0.1982,nearby_1km,2.0,6.0
P734,0.9318,nearby_1km,38.0,101.33
P735,0.5426,nearby_1km,9.0,54.67
P736,0.1982,nearby_1km,2.0,7.0
P737,0.1803,region_only,0.0,4.33
P738,0.1461,nearby_1km,1.5,114.0
P739,0.1461,nearby_1km,1.5,14.33
P740,0.0,nearby_1km,0.5,66.33
P741,0.5825,region_only,0.0,117.0
P742,0.2576,region_only,0.0,8.67
P743,0.5096,region_only,0.0,66.33
P744,0.0823,nearby_1km,1.0,103.67
P745,0.4171,region_only,0.0,32.0
P746,0.0,nearby_1km,0.5,103.67
P747,0.3175,region_only,0.0,14.33
P748,0.0,nearby_1km,0.5,57.0
P749,0.5084,region_only,0.0,65.67
P750,0.1982,nearby_1km,2.0,103.67
P751,0.5669,region_only,0.0,103.67
P752,0.6,region_only,0.0,134.0
P753,0.485,region_only,0.0,54.67
P754,0.5084,region_only,0.0,65.67
P755,0.0,nearby_1km,0.5,57.0
P756,0.1982,nearby_1km,2.0,114.0
P757,0.3443,nearby_1km,4.0,32.0
P758,0.0,nearby_1km,0.5,101.33
P759,0.0823,nearby_1km,1.0,5.33
P760,0.0823,nearby_1km,1.0,4.67
P761,0.5861,region_only,0.0,120.33
P762,0.5669,region_only,0.0,103.67
P763,0.1982,nearby_1km,2.0,120.33
P764,0.6,region_only,0.0,134.0
P765,0.5669,region_only,0.0,103.67
P766,0.0823,nearby_1km,1.0,103.67
P767,0.2805,nearby_1km,3.0,120.33
P768,0.1982,nearby_1km,2.0,65.67
P769,0.2892,region_only,0.0,11.33
P770,0.0,nearby_1km,0.5,65.67
P771,0.1982,nearby_1km,2.0,103.67
P772,0.5792,region_only,0.0,114.0
P773,0.253,region_only,0.0,8.33
P774,0.5825,region_only,0.0,117.0
P775,0.1461,nearby_1km,1.5,7.0
P776,0.5792,region_only,0.0,114.0
P777,0.0,nearby_1km,0.5,103.67
P778,0.5669,region_only,0.0,103.67
P779,0.5084,region_only,0.0,65.67
P780,0.5669,region_only,0.0,103.67
P781,0.2805,nearby_1km,3.0,101.33
P782,0.6,region_only,0.0,134.0
P783,0.0,nearby_1km,0.5,134.0
P784,0.0,nearby_1km,0.5,120.33
P785,0.5669,region_only,0.0,103.67
P786,0.5792,region_only,0.0,114.0
P787,0.6,region_only,0.0,134.0
P788,0.6,region_only,0.0,134.0
P789,0.0,nearby_1km,0.5,65.67
P790,0.5084,region_only,0.0,65.67
P791,0.4903,region_only,0.0,57.0
P792,0.5861,region_only,0.0,120.33
P793,0.5825,region_only,0.0,117.0
P794,0.3026,region_only,0.0,12.67
P795,0.0,nearby_1km,0.5,114.0
P796,0.0823,nearby_1km,1.0,134.0
P797,0.0823,nearby_1km,1.0,65.67
P798,0.5669,region_only,0.0,103.67
P799,0.5825,region_only,0.0,117.0
P800,0.485,region_only,0.0,54.67
P801,0.5825,region_only,0.0,117.0
P802,0.5669,region_only,0.0,103.67
P803,0.1982,nearby_1km,2.0,65.67
P804,0.5084,region_only,0.0,65.67
P805,0.0823,nearby_1km,1.0,7.33
P806,0.0,nearby_1km,0.5,103.67
P807,0.3716,nearby_1km,4.5,5.33
P808,0.1461,nearby_1km,1.5,134.0
P809,0.5792,region_only,0.0,114.0
P810,0.0823,nearby_1km,1.0,114.0
P811,0.1461,nearby_1km,1.5,114.0
P812,0.4903,region_only,0.0,57.0
P813,0.0,nearby_1km,0.5,57.0
P814,0.4903,region_only,0.0,57.0
P815,0.564,region_only,0.0,101.33
P816,0.2782,region_only,0.0,10.33
P817,0.5669,region_only,0.0,103.67
P818,0.5861,region_only,0.0,120.33
P819,0.1461,nearby_1km,1.5,7.0
P820,0.4171,region_only,0.0,32.0
P821,0.5084,region_only,0.0,65.67
P822,0.6,region_only,0.0,134.0
P823,0.0,nearby_1km,0.5,120.33
P824,0.0823,nearby_1km,1.0,114.0
P825,0.1982,nearby_1km,2.0,12.0
P826,0.3957,region_only,0.0,27.0
P827,0.0,nearby_1km,0.5,12.0
P828,0.2423,nearby_1km,2.5,54.67
P829,0.3716,nearby_1km,4.5,8.0
P830,0.9496,nearby_1km,40.5,79.33
P831,0.253,region_only,0.0,8.33
P832,0.5084,region_only,0.0,65.67
P833,0.0,nearby_1km,0.5,1.33
P834,0.3443,nearby_1km,4.0,32.0
P835,0.2805,nearby_1km,3.0,65.67
P836,0.2423,nearby_1km,2.5,54.67
P837,0.0,nearby_1km,0.5,66.33
P838,0.3965,nearby_1km,5.0,0.67
P839,0.233,region_only,0.0,7.0
P840,0.0823,nearby_1km,1.0,57.0
P841,0.0,nearby_1km,0.5,120.33
P842,0.1461,nearby_1km,1.5,66.33
P843,0.1982,nearby_1km,2.0,117.0
P844,0.4171,region_only,0.0,32.0
P845,0.262,region_only,0.0,9.0
P846,0.5279,nearby_1km,8.5,27.0
P847,0.0,nearby_1km,0.5,65.67
P848,0.3284,region_only,0.0,15.67
P849,0.0,nearby_1km,0.5,12.0
P850,0.0823,nearby_1km,1.0,7.0
P851,0.0,nearby_1km,0.5,7.0
P852,0.1461,nearby_1km,1.5,27.0
P853,0.2423,nearby_1km,2.5,4.0
P854,0.1982,nearby_1km,2.0,134.0
P855,0.6,region_only,0.0,134.0
P856,0.0823,nearby_1km,1.0,12.0
P857,0.0,nearby_1km,0.5,103.67
P858,0.2805,nearby_1km,3.0,54.67
P859,0.262,region_only,0.0,9.0
P860,0.1461,nearby_1km,1.5,57.0
P861,0.0,nearby_1km,0.5,101.33
P862,0.0,nearby_1km,0.5,114.0
P863,0.0728,region_only,0.0,1.33
P864,0.5792,region_only,0.0,114.0
P865,0.0,nearby_1km,0.5,12.0
P866,0.4903,region_only,0.0,57.0
P867,0.4903,region_only,0.0,57.0
P868,0.0,nearby_1km,0.5,114.0
P869,0.0,nearby_1km,0.5,11.67
P870,0.0,nearby_1km,0.5,57.0
P871,0.5669,region_only,0.0,103.67
P872,0.0,nearby_1km,0.5,54.67
P873,0.3284,region_only,0.0,15.67
P874,0.1982,nearby_1km,2.0,120.33
P875,0.2094,region_only,0.0,5.67
P876,0.2805,nearby_1km,3.0,24.0
P877,0.4171,region_only,0.0,32.0
P878,0.4961,nearby_1km,7.5,117.0
P879,0.0823,nearby_1km,1.0,0.33
P880,0.0823,nearby_1km,1.0,6.33
P881,0.0823,nearby_1km,1.0,114.0
P882,0.2423,nearby_1km,2.5,15.67
P883,0.2576,region_only,0.0,8.67
P884,0.485,region_only,0.0,54.67
P885,0.4171,region_only,0.0,32.0
P886,0.4171,region_only,0.0,32.0
P887,0.485,region_only,0.0,54.67
P888,0.5792,region_only,0.0,114.0
P889,0.233,region_only,0.0,7.0
P890,0.485,region_only,0.0,54.67
P891,0.4171,region_only,0.0,32.0
P892,0.1461,nearby_1km,1.5,114.0
P893,0.4171,region_only,0.0,32.0
P894,0.3443,nearby_1km,4.0,8.67
P895,0.0,nearby_1km,0.5,103.67
P896,0.1461,nearby_1km,1.5,54.67
P897,0.0,nearby_1km,0.5,4.67
P898,0.3965,nearby_1km,5.0,57.0
P899,0.4194,nearby_1km,5.5,114.0
P900,0.1982,nearby_1km,2.0,8.67
P901,0.2576,region_only,0.0,8.67
P902,0.0823,nearby_1km,1.0,57.0
P903,0.0,nearby_1km,0.5,20.33
P904,0.6858,nearby_1km,15.5,103.67
P905,0.5669,region_only,0.0,103.67
P906,0.6176,nearby_1km,12.0,57.0
P907,0.4788,nearby_1km,7.0,134.0
P908,0.1982,nearby_1km,2.0,65.67
P909,0.0,nearby_1km,0.5,12.67
P910,0.0823,nearby_1km,1.0,103.67
P911,0.0,nearby_1km,0.5,103.67
P912,0.5426,nearby_1km,9.0,114.0
P913,0.0,nearby_1km,0.5,101.33
P914,0.485,region_only,0.0,54.67
P915,0.0,nearby_1km,0.5,54.67
P916,0.4171,region_only,0.0,32.0
P917,0.2576,region_only,0.0,8.67
P918,0.0,nearby_1km,0.5,117.0
P919,0.5825,region_only,0.0,117.0
P920,0.5096,region_only,0.0,66.33
P921,0.4194,nearby_1km,5.5,26.67
P922,0.1883,region_only,0.0,4.67
P923,0.0823,nearby_1km,1.0,32.0
P924,0.485,region_only,0.0,54.67
P925,0.0,nearby_1km,0.5,114.0
P926,0.564,region_only,0.0,101.33
P927,0.3716,nearby_1km,4.5,117.0
P928,0.2423,nearby_1km,2.5,134.0
P929,0.2805,nearby_1km,3.0,134.0
P930,0.4603,nearby_1km,6.5,134.0
P931,0.0,nearby_1km,0.5,120.33
P932,0.5825,region_only,0.0,117.0
P933,0.0,nearby_1km,0.5,40.33
P934,0.1461,nearby_1km,1.5,134.0
P935,0.0,nearby_1km,0.5,0.33
P936,0.0,nearby_1km,0.5,1.33
P937,0.1982,nearby_1km,2.0,32.0
P938,0.0,nearby_1km,0.5,57.0
P939,0.5084,region_only,0.0,65.67
P940,0.0,nearby_1km,0.5,27.0
P941,0.3142,nearby_1km,3.5,5.67
P942,0.3142,nearby_1km,3.5,4.33
P943,0.296,region_only,0.0,12.0
P944,0.0,nearby_1km,0.5,103.67
P945,0.2423,nearby_1km,2.5,114.0
P946,0.0823,nearby_1km,1.0,103.67
P947,0.4171,region_only,0.0,32.0
P948,0.0,nearby_1km,0.5,103.67
P949,0.296,region_only,0.0,12.0
P950,0.0823,nearby_1km,1.0,117.0
P951,0.3965,nearby_1km,5.0,15.67
P952,0.5698,nearby_1km,10.0,134.0
P953,0.7261,nearby_1km,18.0,79.33
P954,0.3716,nearby_1km,4.5,101.33
P955,0.1461,nearby_1km,1.5,103.67
P956,0.0,nearby_1km,0.5,54.67
P957,0.3716,nearby_1km,4.5,12.67
P958,0.2423,nearby_1km,2.5,101.33
P959,0.0,nearby_1km,0.5,32.0
P960,0.2423,nearby_1km,2.5,27.0
P961,0.5792,region_only,0.0,114.0
P962,0.1982,nearby_1km,2.0,20.33
P963,0.0823,nearby_1km,1.0,15.67
P964,0.5792,region_only,0.0,114.0
P965,0.3443,nearby_1km,4.0,26.67
P966,0.5825,nearby_1km,10.5,101.33
P967,0.3988,region_only,0.0,27.67
P968,0.4961,nearby_1km,7.5,114.0
P969,0.6943,nearby_1km,16.0,5.0
P970,0.5669,region_only,0.0,103.67
P971,0.3965,nearby_1km,5.0,120.33
P972,0.3142,nearby_1km,3.5,134.0
P973,0.3716,nearby_1km,4.5,15.67
P974,0.4603,nearby_1km,6.5,54.67
P975,0.6388,nearby_1km,13.0,134.0
P976,0.1982,nearby_1km,2.0,54.67
P977,0.485,region_only,0.0,54.67
P978,0.4406,nearby_1km,6.0,65.67
P979,0.2805,nearby_1km,3.0,134.0
P980,0.5084,region_only,0.0,65.67
P981,0.5825,region_only,0.0,117.0
P982,0.0823,nearby_1km,1.0,103.67
P983,0.0,nearby_1km,0.5,27.0
P984,0.5792,region_only,0.0,114.0
P985,0.4903,region_only,0.0,57.0
P986,0.1982,nearby_1km,2.0,114.0
P987,0.5825,region_only,0.0,117.0
P988,0.5084,region_only,0.0,65.67
P989,0.0,nearby_1km,0.5,114.0
P990,0.0823,nearby_1km,1.0,101.33
P991,0.0823,nearby_1km,1.0,15.67
P992,0.1461,nearby_1km,1.5,5.67
P993,0.2805,nearby_1km,3.0,54.67
P994,0.5096,region_only,0.0,66.33
P995,0.1461,nearby_1km,1.5,65.67
P996,0.4406,nearby_1km,6.0,15.67
P997,0.4961,nearby_1km,7.5,5.0
P998,0.4788,nearby_1km,7.0,20.33
P999,0.6176,nearby_1km,12.0,10.67
P1000,0.4788,nearby_1km,7.0,120.33
P1001,0.5825,region_only,0.0,117.0
P1002,0.3142,nearby_1km,3.5,117.0
P1003,0.5326,region_only,0.0,79.33
P1004,0.0823,nearby_1km,1.0,117.0
P1005,0.1982,nearby_1km,2.0,114.0
P1006,0.0,nearby_1km,0.5,32.0
P1007,0.5792,region_only,0.0,114.0
P1008,0.5426,nearby_1km,9.0,134.0
P1009,0.1982,nearby_1km,2.0,103.67
P1010,0.0,nearby_1km,0.5,103.67
P1011,0.5792,region_only,0.0,114.0
P1012,0.0823,nearby_1km,1.0,120.33
P1013,0.5084,region_only,0.0,65.67
P1014,0.6,region_only,0.0,134.0
P1015,0.1461,nearby_1km,1.5,101.33
P1016,0.1982,nearby_1km,2.0,114.0
P1017,0.5096,region_only,0.0,66.33
P1018,0.2423,nearby_1km,2.5,134.0
P1019,0.5825,region_only,0.0,117.0
P1020,0.5698,nearby_1km,10.0,117.0
P1021,0.9426,nearby_1km,39.5,134.0
P1022,0.0823,nearby_1km,1.0,114.0
P1023,0.5096,region_only,0.0,66.33
P1024,0.0,nearby_1km,0.5,134.0
P1025,0.5825,region_only,0.0,117.0
