newsPid,placeName,kgPid,matchType,kgName,codeShift
P543,제주센트럴파크,P502,EXACT,제주센트럴파크,-41
P544,제주올레 9코스,P503,EXACT,제주올레 9코스,-41
P545,제주옹기굴제,P504,EXACT,제주옹기굴제,-41
P548,제지기오름,P505,EXACT,제지기오름,-43
P550,조천만세동산,P507,EXACT,조천만세동산,-43
P551,차귀도유람선,P508,EXACT,차귀도유람선,-43
P552,태흥포구,P509,EXACT,태흥포구,-43
P553,평대리해변,P910,EXACT,평대리 해변,357
P554,평대해변,P510,EXACT,평대해변,-44
P555,갓전시관[갓전수교육관],P511,EXACT,갓전시관[갓전수교육관],-44
P556,국립제주박물관 설날 한마당,P108,PARTIAL,국립제주박물관,-448
P557,기당미술관,P512,EXACT,기당미술관,-45
P558,사라봉,P513,EXACT,사라봉,-45
P559,성산 유채꽃재배단지,P514,EXACT,성산 유채꽃재배단지,-45
P560,제주고산리유적,P515,EXACT,제주고산리유적,-45
P561,제주불빛정원 테마파크,P516,EXACT,제주불빛정원 테마파크,-45
P562,평화통일 불사리탑,P517,EXACT,평화통일 불사리탑,-45
P564,교래자연휴양림,P519,EXACT,교래자연휴양림,-45
P565,대포포구,P520,EXACT,대포포구,-45
P566,라신동,P521,EXACT,라신동,-45
P567,만장굴,P522,EXACT,만장굴,-45
P568,별도포구 1(화북포구),P523,PARTIAL,별도포구,-45
P568,별도포구 2(화북포구 앞 해상),P523,PARTIAL,별도포구,-45
P568,별도포구 3(화북포구),P523,PARTIAL,별도포구,-45
P569,옥돔마을,P524,EXACT,옥돔마을,-45
P570,원동,P525,EXACT,원동,-45
P571,정의현 일관헌,P526,EXACT,정의현 일관헌,-45
P572,제주대학교 가는길 1(제주대 입구 사거리),P527,PARTIAL,제주대학교 가는길,-45
P572,제주대학교 가는길 2(제주대 정문 서측 도로),P527,PARTIAL,제주대학교 가는길,-45
P572,제주대학교 가는길 3(제주대 입구 사거리),P527,PARTIAL,제주대학교 가는길,-45
P573,제주러브랜드,P528,EXACT,제주러브랜드,-45
P574,제주특별자치도 삼양동 유적(삼양동 선사 유적지),P529,PARTIAL,삼양동선사유적지,-45
P576,제주항일기념관,P530,EXACT,제주항일기념관,-46
P578,공천포,P531,EXACT,공천포,-47
P579,나바론절벽(나바론 하늘길),P532,PARTIAL,나바론절벽,-47
P580,너븐숭이 4.3기념관,P533,EXACT,너븐숭이 4.3기념관,-47
P582,보롬이(하논·하구구),P534,EXACT,보롬이(하논·하구구),-48
P583,본태박물관,P535,EXACT,본태박물관,-48
P584,삼다수숲길 지질트레일 1코스,P536,EXACT,삼다수숲길 지질트레일 1코스,-48
P585,삼양해안도로,P537,EXACT,삼양해안도로,-48
P586,애월환해장성,P538,EXACT,애월환해장성,-48
P587,엉알해안,P539,EXACT,엉알해안,-48
P588,예래생태마을체험축제,P540,EXACT,예래생태마을체험축제,-48
P589,예래해안도로 1(갯깍주상절리대),P541,PARTIAL,예래해안도로,-48
P590,오름터 민속마을,P542,EXACT,오름터 민속마을,-48
P591,한라산둘레길 수악길,P870,EXACT,한라산둘레길 수악길,279
P594,천아계곡,P855,EXACT,천아계곡,261
P595,마라도,P416,PARTIAL,가파도 마라도 정기여객선,-179
P596,용수포구,P893,EXACT,용수포구,297
P598,따라비오름,P749,EXACT,따라비오름,151
P599,큰노꼬메오름,P632,EXACT,큰노꼬메오름,33
P600,수월봉,P745,EXACT,수월봉,145
P601,목장카페 드르쿰다,P995,EXACT,목장카페 드르쿰다,394
P602,붉은오름,P832,PARTIAL,붉은오름자연휴양림,230
P603,궷물오름,P796,EXACT,궷물오름,193
P604,모구리오름,P767,EXACT,모구리오름,163
P607,용연구름다리,P196,PARTIAL,용연(용연구름다리),-411
P608,세화항,P895,EXACT,세화항,287
P609,하도해수욕장,P911,EXACT,하도해수욕장,302
P610,운진항,P896,EXACT,운진항,286
P611,토끼섬,P636,EXACT,토끼섬,25
P612,제주월드컵경기장,P996,EXACT,제주월드컵경기장,384
P613,추자도,P917,EXACT,추자도,304
P614,코난해변,P904,EXACT,코난해변,290
P615,신흥해수욕장,P912,EXACT,신흥해수욕장,297
P617,도리빨해변,P909,EXACT,도리빨해변,292
P619,소금막해변,P908,EXACT,소금막해변,289
P620,한라산 성판악 탐방로,P868,EXACT,한라산 성판악 탐방로,248
P621,다랑쉬오름,P744,PARTIAL,다랑쉬오름(월랑봉),123
P622,백약이오름,P797,EXACT,백약이오름,175
P623,어승생악,P747,EXACT,어승생악,124
P626,서건도,P921,EXACT,서건도,295
P627,제주종합경기장,P997,EXACT,제주종합경기장,370
P628,행원리 남당(해신당),P727,EXACT,행원리 남당(해신당),99
P629,다려도,P925,EXACT,다려도,296
P633,하예포구,P894,EXACT,하예포구,261
P634,남원항,P898,EXACT,남원항,264
P635,신촌포구,P899,EXACT,신촌포구,264
P636,차귀도,P916,EXACT,차귀도,280
P638,제주항,P056,PARTIAL,제주항국제여객선터미널,-582
P639,구두미포구,P897,EXACT,구두미포구,258
P642,용강별숲공원,P673,EXACT,용강별숲공원,31
P648,태웃개,P902,EXACT,태웃개,254
P649,소정방폭포,P037,PARTIAL,정방폭포,-612
P682,서귀포시 중문색달해수욕장 서쪽 해상,P125,PARTIAL,중문색달해수욕장,-557
P683,제주시 구좌읍 행원리 코난해변 앞 해상,P904,PARTIAL,코난해변,221
