placeId,nearbyAccidentRadius_m,nearbyAccidentPeriod,nearbyAccidentTotal,nearbyAccidentTypes,nearbyAnnualAvg,cnt_RP_ANIMAL_01,cnt_RP_COLD_01,cnt_RP_CO_01,cnt_RP_DROWN_01,cnt_RP_FALL_CLIFF,cnt_RP_FIRE_01,cnt_RP_HEAT_02,cnt_RP_MACHINE_01,cnt_RP_SLIP_TERRAIN,cnt_RP_TRAFFIC_01,nearbyRiskScore
P250,1000,2020-2021,32,"RP_TRAFFIC_01:15, RP_MACHINE_01:9, RP_SLIP_TERRAIN:5, RP_CO_01:1, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",16.0,1,0,1,0,1,0,0,9,5,15,0.1951
P251,1000,2020-2021,54,"RP_SLIP_TERRAIN:25, RP_MACHINE_01:14, RP_TRAFFIC_01:9, RP_DROWN_01:3, RP_FALL_CLIFF:2, RP_ANIMAL_01:1",27.0,1,0,0,3,2,0,0,14,25,9,0.3293
P252,1000,2020-2021,21,"RP_TRAFFIC_01:12, RP_SLIP_TERRAIN:5, RP_ANIMAL_01:3, RP_MACHINE_01:1",10.5,3,0,0,0,0,0,0,1,5,12,0.128
P254,1000,2020-2021,49,"RP_SLIP_TERRAIN:22, RP_MACHINE_01:15, RP_TRAFFIC_01:5, RP_ANIMAL_01:4, RP_DROWN_01:3",24.5,4,0,0,3,0,0,0,15,22,5,0.2988
P255,1000,2020-2021,1,RP_SLIP_TERRAIN:1,0.5,0,0,0,0,0,0,0,0,1,0,0.0061
P256,1000,2020-2021,31,"RP_TRAFFIC_01:14, RP_MACHINE_01:9, RP_SLIP_TERRAIN:5, RP_CO_01:1, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",15.5,1,0,1,0,1,0,0,9,5,14,0.189
P257,1000,2020-2021,25,"RP_TRAFFIC_01:18, RP_SLIP_TERRAIN:3, RP_ANIMAL_01:2, RP_MACHINE_01:1, RP_HEAT_02:1",12.5,2,0,0,0,0,0,1,1,3,18,0.1524
P258,1000,2020-2021,11,"RP_SLIP_TERRAIN:10, RP_MACHINE_01:1",5.5,0,0,0,0,0,0,0,1,10,0,0.0671
P259,1000,2020-2021,38,"RP_TRAFFIC_01:32, RP_SLIP_TERRAIN:4, RP_MACHINE_01:2",19.0,0,0,0,0,0,0,0,2,4,32,0.2317
P260,1000,2020-2021,11,"RP_SLIP_TERRAIN:10, RP_MACHINE_01:1",5.5,0,0,0,0,0,0,0,1,10,0,0.0671
P261,1000,2020-2021,5,"RP_SLIP_TERRAIN:4, RP_MACHINE_01:1",2.5,0,0,0,0,0,0,0,1,4,0,0.0305
P262,1000,2020-2021,11,"RP_SLIP_TERRAIN:10, RP_MACHINE_01:1",5.5,0,0,0,0,0,0,0,1,10,0,0.0671
P263,1000,2020-2021,20,"RP_TRAFFIC_01:9, RP_SLIP_TERRAIN:7, RP_MACHINE_01:4",10.0,0,0,0,0,0,0,0,4,7,9,0.122
P264,1000,2020-2021,1,RP_MACHINE_01:1,0.5,0,0,0,0,0,0,0,1,0,0,0.0061
P265,1000,2020-2021,18,"RP_SLIP_TERRAIN:7, RP_ANIMAL_01:4, RP_MACHINE_01:4, RP_TRAFFIC_01:2, RP_DROWN_01:1",9.0,4,0,0,1,0,0,0,4,7,2,0.1098
P266,1000,2020-2021,68,"RP_SLIP_TERRAIN:23, RP_TRAFFIC_01:21, RP_MACHINE_01:20, RP_FALL_CLIFF:3, RP_ANIMAL_01:1",34.0,1,0,0,0,3,0,0,20,23,21,0.4146
P267,1000,2020-2021,36,"RP_TRAFFIC_01:13, RP_MACHINE_01:11, RP_SLIP_TERRAIN:7, RP_DROWN_01:4, RP_ANIMAL_01:1",18.0,1,0,0,4,0,0,0,11,7,13,0.2195
P268,1000,2020-2021,36,"RP_TRAFFIC_01:13, RP_MACHINE_01:11, RP_SLIP_TERRAIN:7, RP_DROWN_01:4, RP_ANIMAL_01:1",18.0,1,0,0,4,0,0,0,11,7,13,0.2195
P269,1000,2020-2021,41,"RP_SLIP_TERRAIN:18, RP_TRAFFIC_01:17, RP_MACHINE_01:5, RP_FALL_CLIFF:1",20.5,0,0,0,0,1,0,0,5,18,17,0.25
P270,1000,2020-2021,41,"RP_SLIP_TERRAIN:18, RP_TRAFFIC_01:17, RP_MACHINE_01:5, RP_FALL_CLIFF:1",20.5,0,0,0,0,1,0,0,5,18,17,0.25
P271,1000,2020-2021,13,"RP_TRAFFIC_01:7, RP_SLIP_TERRAIN:5, RP_ANIMAL_01:1",6.5,1,0,0,0,0,0,0,0,5,7,0.0793
P273,1000,2020-2021,63,"RP_SLIP_TERRAIN:26, RP_MACHINE_01:23, RP_TRAFFIC_01:8, RP_ANIMAL_01:4, RP_DROWN_01:1, RP_CO_01:1",31.5,4,0,1,1,0,0,0,23,26,8,0.3841
P274,1000,2020-2021,40,"RP_SLIP_TERRAIN:13, RP_TRAFFIC_01:12, RP_MACHINE_01:11, RP_FALL_CLIFF:2, RP_ANIMAL_01:1, RP_CO_01:1",20.0,1,0,1,0,2,0,0,11,13,12,0.2439
P275,1000,2020-2021,65,"RP_SLIP_TERRAIN:27, RP_MACHINE_01:21, RP_TRAFFIC_01:15, RP_FALL_CLIFF:1, RP_CO_01:1",32.5,0,0,1,0,1,0,0,21,27,15,0.3963
P276,1000,2020-2021,25,"RP_TRAFFIC_01:15, RP_MACHINE_01:4, RP_SLIP_TERRAIN:3, RP_DROWN_01:2, RP_FALL_CLIFF:1",12.5,0,0,0,2,1,0,0,4,3,15,0.1524
P277,1000,2020-2021,15,"RP_TRAFFIC_01:8, RP_MACHINE_01:6, RP_SLIP_TERRAIN:1",7.5,0,0,0,0,0,0,0,6,1,8,0.0915
P278,1000,2020-2021,16,"RP_TRAFFIC_01:7, RP_SLIP_TERRAIN:6, RP_DROWN_01:1, RP_FALL_CLIFF:1, RP_MACHINE_01:1",8.0,0,0,0,1,1,0,0,1,6,7,0.0976
P279,1000,2020-2021,18,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:6, RP_MACHINE_01:2, RP_DROWN_01:1, RP_FALL_CLIFF:1",9.0,0,0,0,1,1,0,0,2,6,8,0.1098
P280,1000,2020-2021,22,"RP_TRAFFIC_01:19, RP_SLIP_TERRAIN:3",11.0,0,0,0,0,0,0,0,0,3,19,0.1341
P281,1000,2020-2021,10,"RP_SLIP_TERRAIN:5, RP_TRAFFIC_01:3, RP_FALL_CLIFF:2",5.0,0,0,0,0,2,0,0,0,5,3,0.061
P282,1000,2020-2021,16,"RP_TRAFFIC_01:6, RP_SLIP_TERRAIN:5, RP_ANIMAL_01:3, RP_MACHINE_01:2",8.0,3,0,0,0,0,0,0,2,5,6,0.0976
P283,1000,2020-2021,25,"RP_TRAFFIC_01:14, RP_SLIP_TERRAIN:7, RP_MACHINE_01:2, RP_DROWN_01:1, RP_FALL_CLIFF:1",12.5,0,0,0,1,1,0,0,2,7,14,0.1524
P285,1000,2020-2021,20,"RP_TRAFFIC_01:13, RP_SLIP_TERRAIN:3, RP_FALL_CLIFF:2, RP_MACHINE_01:2",10.0,0,0,0,0,2,0,0,2,3,13,0.122
P286,1000,2020-2021,3,RP_TRAFFIC_01:3,1.5,0,0,0,0,0,0,0,0,0,3,0.0183
P287,1000,2020-2021,20,"RP_MACHINE_01:7, RP_TRAFFIC_01:6, RP_FALL_CLIFF:3, RP_ANIMAL_01:2, RP_SLIP_TERRAIN:2",10.0,2,0,0,0,3,0,0,7,2,6,0.122
P288,1000,2020-2021,20,"RP_MACHINE_01:7, RP_TRAFFIC_01:6, RP_FALL_CLIFF:3, RP_ANIMAL_01:2, RP_SLIP_TERRAIN:2",10.0,2,0,0,0,3,0,0,7,2,6,0.122
P289,1000,2020-2021,32,"RP_SLIP_TERRAIN:14, RP_MACHINE_01:9, RP_TRAFFIC_01:8, RP_CO_01:1",16.0,0,0,1,0,0,0,0,9,14,8,0.1951
P290,1000,2020-2021,33,"RP_SLIP_TERRAIN:13, RP_TRAFFIC_01:7, RP_FALL_CLIFF:5, RP_MACHINE_01:5, RP_ANIMAL_01:3",16.5,3,0,0,0,5,0,0,5,13,7,0.2012
P291,1000,2020-2021,20,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:7, RP_MACHINE_01:3, RP_DROWN_01:1, RP_FALL_CLIFF:1",10.0,0,0,0,1,1,0,0,3,7,8,0.122
P292,1000,2020-2021,9,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:1",4.5,0,0,0,0,0,0,0,0,1,8,0.0549
P293,1000,2020-2021,9,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:1",4.5,0,0,0,0,0,0,0,0,1,8,0.0549
P294,1000,2020-2021,57,"RP_SLIP_TERRAIN:26, RP_MACHINE_01:18, RP_TRAFFIC_01:9, RP_ANIMAL_01:1, RP_FALL_CLIFF:1, RP_DROWN_01:1, RP_CO_01:1",28.5,1,0,1,1,1,0,0,18,26,9,0.3476
P295,1000,2020-2021,48,"RP_SLIP_TERRAIN:21, RP_MACHINE_01:10, RP_TRAFFIC_01:8, RP_FALL_CLIFF:4, RP_ANIMAL_01:4, RP_CO_01:1",24.0,4,0,1,0,4,0,0,10,21,8,0.2927
P296,1000,2020-2021,48,"RP_SLIP_TERRAIN:21, RP_MACHINE_01:10, RP_TRAFFIC_01:8, RP_FALL_CLIFF:4, RP_ANIMAL_01:4, RP_CO_01:1",24.0,4,0,1,0,4,0,0,10,21,8,0.2927
P297,1000,2020-2021,45,"RP_SLIP_TERRAIN:21, RP_MACHINE_01:10, RP_TRAFFIC_01:7, RP_ANIMAL_01:4, RP_FALL_CLIFF:2, RP_CO_01:1",22.5,4,0,1,0,2,0,0,10,21,7,0.2744
P298,1000,2020-2021,48,"RP_SLIP_TERRAIN:21, RP_MACHINE_01:10, RP_TRAFFIC_01:8, RP_FALL_CLIFF:4, RP_ANIMAL_01:4, RP_CO_01:1",24.0,4,0,1,0,4,0,0,10,21,8,0.2927
P299,1000,2020-2021,4,"RP_SLIP_TERRAIN:3, RP_MACHINE_01:1",2.0,0,0,0,0,0,0,0,1,3,0,0.0244
P300,1000,2020-2021,8,"RP_SLIP_TERRAIN:5, RP_MACHINE_01:2, RP_TRAFFIC_01:1",4.0,0,0,0,0,0,0,0,2,5,1,0.0488
P301,1000,2020-2021,26,"RP_SLIP_TERRAIN:15, RP_MACHINE_01:5, RP_TRAFFIC_01:2, RP_ANIMAL_01:2, RP_FALL_CLIFF:1, RP_DROWN_01:1",13.0,2,0,0,1,1,0,0,5,15,2,0.1585
P302,1000,2020-2021,19,"RP_TRAFFIC_01:13, RP_SLIP_TERRAIN:3, RP_FALL_CLIFF:2, RP_MACHINE_01:1",9.5,0,0,0,0,2,0,0,1,3,13,0.1159
P303,1000,2020-2021,48,"RP_SLIP_TERRAIN:21, RP_MACHINE_01:10, RP_TRAFFIC_01:8, RP_FALL_CLIFF:4, RP_ANIMAL_01:4, RP_CO_01:1",24.0,4,0,1,0,4,0,0,10,21,8,0.2927
P304,1000,2020-2021,42,"RP_SLIP_TERRAIN:18, RP_TRAFFIC_01:13, RP_MACHINE_01:4, RP_ANIMAL_01:4, RP_FIRE_01:1, RP_FALL_CLIFF:1, RP_HEAT_02:1",21.0,4,0,0,0,1,1,1,4,18,13,0.2561
P305,1000,2020-2021,28,"RP_SLIP_TERRAIN:16, RP_MACHINE_01:6, RP_TRAFFIC_01:6",14.0,0,0,0,0,0,0,0,6,16,6,0.1707
P306,1000,2020-2021,5,"RP_ANIMAL_01:3, RP_SLIP_TERRAIN:2",2.5,3,0,0,0,0,0,0,0,2,0,0.0305
P307,1000,2020-2021,5,"RP_SLIP_TERRAIN:3, RP_ANIMAL_01:2",2.5,2,0,0,0,0,0,0,0,3,0,0.0305
P308,1000,2020-2021,2,"RP_SLIP_TERRAIN:1, RP_TRAFFIC_01:1",1.0,0,0,0,0,0,0,0,0,1,1,0.0122
P309,1000,2020-2021,5,"RP_ANIMAL_01:3, RP_SLIP_TERRAIN:2",2.5,3,0,0,0,0,0,0,0,2,0,0.0305
P310,1000,2020-2021,10,"RP_SLIP_TERRAIN:7, RP_MACHINE_01:1, RP_TRAFFIC_01:1, RP_FALL_CLIFF:1",5.0,0,0,0,0,1,0,0,1,7,1,0.061
P311,1000,2020-2021,6,"RP_TRAFFIC_01:3, RP_SLIP_TERRAIN:3",3.0,0,0,0,0,0,0,0,0,3,3,0.0366
P312,1000,2020-2021,9,"RP_SLIP_TERRAIN:5, RP_TRAFFIC_01:3, RP_ANIMAL_01:1",4.5,1,0,0,0,0,0,0,0,5,3,0.0549
P313,1000,2020-2021,8,"RP_SLIP_TERRAIN:5, RP_TRAFFIC_01:2, RP_MACHINE_01:1",4.0,0,0,0,0,0,0,0,1,5,2,0.0488
P314,1000,2020-2021,70,"RP_TRAFFIC_01:26, RP_SLIP_TERRAIN:22, RP_MACHINE_01:16, RP_FALL_CLIFF:4, RP_FIRE_01:1, RP_CO_01:1",35.0,0,0,1,0,4,1,0,16,22,26,0.4268
P315,1000,2020-2021,13,"RP_TRAFFIC_01:11, RP_MACHINE_01:2",6.5,0,0,0,0,0,0,0,2,0,11,0.0793
P316,1000,2020-2021,27,"RP_TRAFFIC_01:15, RP_SLIP_TERRAIN:5, RP_MACHINE_01:4, RP_FALL_CLIFF:3",13.5,0,0,0,0,3,0,0,4,5,15,0.1646
P317,1000,2020-2021,26,"RP_TRAFFIC_01:15, RP_MACHINE_01:5, RP_SLIP_TERRAIN:3, RP_DROWN_01:2, RP_FALL_CLIFF:1",13.0,0,0,0,2,1,0,0,5,3,15,0.1585
P318,1000,2020-2021,17,"RP_SLIP_TERRAIN:7, RP_TRAFFIC_01:5, RP_MACHINE_01:2, RP_DROWN_01:1, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",8.5,1,0,0,1,1,0,0,2,7,5,0.1037
P319,1000,2020-2021,25,"RP_SLIP_TERRAIN:10, RP_MACHINE_01:8, RP_TRAFFIC_01:6, RP_FALL_CLIFF:1",12.5,0,0,0,0,1,0,0,8,10,6,0.1524
P320,1000,2020-2021,4,"RP_TRAFFIC_01:3, RP_FALL_CLIFF:1",2.0,0,0,0,0,1,0,0,0,0,3,0.0244
P321,1000,2020-2021,25,"RP_SLIP_TERRAIN:12, RP_TRAFFIC_01:6, RP_MACHINE_01:5, RP_FALL_CLIFF:2",12.5,0,0,0,0,2,0,0,5,12,6,0.1524
P322,1000,2020-2021,38,"RP_MACHINE_01:16, RP_SLIP_TERRAIN:16, RP_DROWN_01:3, RP_TRAFFIC_01:2, RP_ANIMAL_01:1",19.0,1,0,0,3,0,0,0,16,16,2,0.2317
P323,1000,2020-2021,13,"RP_TRAFFIC_01:6, RP_SLIP_TERRAIN:5, RP_FALL_CLIFF:2",6.5,0,0,0,0,2,0,0,0,5,6,0.0793
P324,1000,2020-2021,141,"RP_TRAFFIC_01:73, RP_SLIP_TERRAIN:45, RP_MACHINE_01:13, RP_FALL_CLIFF:4, RP_ANIMAL_01:3, RP_DROWN_01:2, RP_CO_01:1",70.5,3,0,1,2,4,0,0,13,45,73,0.8598
P325,1000,2020-2021,37,"RP_TRAFFIC_01:16, RP_SLIP_TERRAIN:10, RP_MACHINE_01:6, RP_FALL_CLIFF:3, RP_ANIMAL_01:2",18.5,2,0,0,0,3,0,0,6,10,16,0.2256
P326,1000,2020-2021,22,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:8, RP_MACHINE_01:4, RP_DROWN_01:1, RP_FALL_CLIFF:1",11.0,0,0,0,1,1,0,0,4,8,8,0.1341
P327,1000,2020-2021,31,"RP_TRAFFIC_01:13, RP_SLIP_TERRAIN:11, RP_MACHINE_01:6, RP_FALL_CLIFF:1",15.5,0,0,0,0,1,0,0,6,11,13,0.189
P328,1000,2020-2021,37,"RP_TRAFFIC_01:14, RP_MACHINE_01:11, RP_SLIP_TERRAIN:7, RP_DROWN_01:4, RP_ANIMAL_01:1",18.5,1,0,0,4,0,0,0,11,7,14,0.2256
P329,1000,2020-2021,10,"RP_SLIP_TERRAIN:4, RP_TRAFFIC_01:3, RP_MACHINE_01:2, RP_FALL_CLIFF:1",5.0,0,0,0,0,1,0,0,2,4,3,0.061
P330,1000,2020-2021,62,"RP_SLIP_TERRAIN:30, RP_TRAFFIC_01:16, RP_MACHINE_01:13, RP_DROWN_01:2, RP_ANIMAL_01:1",31.0,1,0,0,2,0,0,0,13,30,16,0.378
P331,1000,2020-2021,38,"RP_MACHINE_01:14, RP_TRAFFIC_01:11, RP_SLIP_TERRAIN:8, RP_ANIMAL_01:3, RP_FIRE_01:1, RP_DROWN_01:1",19.0,3,0,0,1,0,1,0,14,8,11,0.2317
P332,1000,2020-2021,25,"RP_TRAFFIC_01:11, RP_MACHINE_01:7, RP_SLIP_TERRAIN:4, RP_CO_01:1, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",12.5,1,0,1,0,1,0,0,7,4,11,0.1524
P333,1000,2020-2021,37,"RP_SLIP_TERRAIN:16, RP_TRAFFIC_01:14, RP_ANIMAL_01:3, RP_MACHINE_01:2, RP_FIRE_01:1, RP_FALL_CLIFF:1",18.5,3,0,0,0,1,1,0,2,16,14,0.2256
P334,1000,2020-2021,13,"RP_TRAFFIC_01:6, RP_MACHINE_01:3, RP_SLIP_TERRAIN:3, RP_ANIMAL_01:1",6.5,1,0,0,0,0,0,0,3,3,6,0.0793
P335,1000,2020-2021,38,"RP_SLIP_TERRAIN:14, RP_TRAFFIC_01:13, RP_MACHINE_01:7, RP_FALL_CLIFF:2, RP_DROWN_01:1, RP_CO_01:1",19.0,0,0,1,1,2,0,0,7,14,13,0.2317
P336,1000,2020-2021,64,"RP_TRAFFIC_01:24, RP_SLIP_TERRAIN:21, RP_MACHINE_01:11, RP_FALL_CLIFF:3, RP_ANIMAL_01:3, RP_DROWN_01:2",32.0,3,0,0,2,3,0,0,11,21,24,0.3902
P337,1000,2020-2021,20,"RP_SLIP_TERRAIN:9, RP_TRAFFIC_01:5, RP_MACHINE_01:4, RP_FALL_CLIFF:2",10.0,0,0,0,0,2,0,0,4,9,5,0.122
P338,1000,2020-2021,15,"RP_MACHINE_01:6, RP_TRAFFIC_01:6, RP_SLIP_TERRAIN:2, RP_ANIMAL_01:1",7.5,1,0,0,0,0,0,0,6,2,6,0.0915
P339,1000,2020-2021,17,"RP_SLIP_TERRAIN:7, RP_TRAFFIC_01:5, RP_MACHINE_01:2, RP_DROWN_01:1, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",8.5,1,0,0,1,1,0,0,2,7,5,0.1037
P340,1000,2020-2021,37,"RP_SLIP_TERRAIN:16, RP_TRAFFIC_01:8, RP_MACHINE_01:8, RP_ANIMAL_01:3, RP_CO_01:1, RP_FALL_CLIFF:1",18.5,3,0,1,0,1,0,0,8,16,8,0.2256
P341,1000,2020-2021,29,"RP_SLIP_TERRAIN:14, RP_MACHINE_01:9, RP_TRAFFIC_01:5, RP_CO_01:1",14.5,0,0,1,0,0,0,0,9,14,5,0.1768
P342,1000,2020-2021,8,"RP_SLIP_TERRAIN:4, RP_TRAFFIC_01:2, RP_FALL_CLIFF:1, RP_MACHINE_01:1",4.0,0,0,0,0,1,0,0,1,4,2,0.0488
P343,1000,2020-2021,10,"RP_TRAFFIC_01:4, RP_SLIP_TERRAIN:4, RP_FALL_CLIFF:1, RP_MACHINE_01:1",5.0,0,0,0,0,1,0,0,1,4,4,0.061
P344,1000,2020-2021,85,"RP_SLIP_TERRAIN:42, RP_MACHINE_01:22, RP_TRAFFIC_01:19, RP_ANIMAL_01:1, RP_CO_01:1",42.5,1,0,1,0,0,0,0,22,42,19,0.5183
P345,1000,2020-2021,9,"RP_TRAFFIC_01:5, RP_MACHINE_01:2, RP_SLIP_TERRAIN:2",4.5,0,0,0,0,0,0,0,2,2,5,0.0549
P346,1000,2020-2021,21,"RP_MACHINE_01:8, RP_TRAFFIC_01:7, RP_SLIP_TERRAIN:4, RP_FIRE_01:1, RP_FALL_CLIFF:1",10.5,0,0,0,0,1,1,0,8,4,7,0.128
P347,1000,2020-2021,18,"RP_SLIP_TERRAIN:8, RP_MACHINE_01:5, RP_TRAFFIC_01:2, RP_DROWN_01:1, RP_FALL_CLIFF:1, RP_CO_01:1",9.0,0,0,1,1,1,0,0,5,8,2,0.1098
P348,1000,2020-2021,23,"RP_SLIP_TERRAIN:8, RP_MACHINE_01:5, RP_ANIMAL_01:4, RP_TRAFFIC_01:4, RP_DROWN_01:1, RP_FALL_CLIFF:1",11.5,4,0,0,1,1,0,0,5,8,4,0.1402
P349,1000,2020-2021,5,"RP_TRAFFIC_01:3, RP_SLIP_TERRAIN:2",2.5,0,0,0,0,0,0,0,0,2,3,0.0305
P350,1000,2020-2021,36,"RP_TRAFFIC_01:20, RP_SLIP_TERRAIN:12, RP_MACHINE_01:3, RP_FALL_CLIFF:1",18.0,0,0,0,0,1,0,0,3,12,20,0.2195
P351,1000,2020-2021,11,"RP_MACHINE_01:3, RP_ANIMAL_01:3, RP_TRAFFIC_01:3, RP_SLIP_TERRAIN:2",5.5,3,0,0,0,0,0,0,3,2,3,0.0671
P352,1000,2020-2021,58,"RP_MACHINE_01:24, RP_SLIP_TERRAIN:19, RP_TRAFFIC_01:14, RP_FALL_CLIFF:1",29.0,0,0,0,0,1,0,0,24,19,14,0.3537
P353,1000,2020-2021,58,"RP_TRAFFIC_01:20, RP_SLIP_TERRAIN:20, RP_MACHINE_01:10, RP_DROWN_01:3, RP_FALL_CLIFF:3, RP_ANIMAL_01:2",29.0,2,0,0,3,3,0,0,10,20,20,0.3537
P354,1000,2020-2021,22,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:8, RP_MACHINE_01:4, RP_DROWN_01:1, RP_FALL_CLIFF:1",11.0,0,0,0,1,1,0,0,4,8,8,0.1341
P355,1000,2020-2021,75,"RP_SLIP_TERRAIN:29, RP_MACHINE_01:26, RP_TRAFFIC_01:11, RP_ANIMAL_01:4, RP_DROWN_01:3, RP_FALL_CLIFF:1, RP_CO_01:1",37.5,4,0,1,3,1,0,0,26,29,11,0.4573
P356,1000,2020-2021,7,"RP_TRAFFIC_01:2, RP_FALL_CLIFF:1, RP_ANIMAL_01:1, RP_DROWN_01:1, RP_MACHINE_01:1, RP_SLIP_TERRAIN:1",3.5,1,0,0,1,1,0,0,1,1,2,0.0427
P357,1000,2020-2021,32,"RP_TRAFFIC_01:14, RP_SLIP_TERRAIN:10, RP_MACHINE_01:6, RP_FALL_CLIFF:2",16.0,0,0,0,0,2,0,0,6,10,14,0.1951
P358,1000,2020-2021,19,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:6, RP_DROWN_01:3, RP_MACHINE_01:2",9.5,0,0,0,3,0,0,0,2,6,8,0.1159
P359,1000,2020-2021,21,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:7, RP_MACHINE_01:3, RP_DROWN_01:3",10.5,0,0,0,3,0,0,0,3,7,8,0.128
P360,1000,2020-2021,34,"RP_SLIP_TERRAIN:17, RP_TRAFFIC_01:11, RP_MACHINE_01:6",17.0,0,0,0,0,0,0,0,6,17,11,0.2073
P361,1000,2020-2021,26,"RP_SLIP_TERRAIN:11, RP_TRAFFIC_01:9, RP_FALL_CLIFF:4, RP_MACHINE_01:2",13.0,0,0,0,0,4,0,0,2,11,9,0.1585
P362,1000,2020-2021,26,"RP_TRAFFIC_01:10, RP_SLIP_TERRAIN:10, RP_FALL_CLIFF:4, RP_MACHINE_01:2",13.0,0,0,0,0,4,0,0,2,10,10,0.1585
P363,1000,2020-2021,15,"RP_MACHINE_01:6, RP_TRAFFIC_01:3, RP_FALL_CLIFF:2, RP_ANIMAL_01:2, RP_SLIP_TERRAIN:2",7.5,2,0,0,0,2,0,0,6,2,3,0.0915
P364,1000,2020-2021,1,RP_MACHINE_01:1,0.5,0,0,0,0,0,0,0,1,0,0,0.0061
P365,1000,2020-2021,94,"RP_SLIP_TERRAIN:44, RP_MACHINE_01:32, RP_TRAFFIC_01:12, RP_ANIMAL_01:2, RP_DROWN_01:2, RP_FALL_CLIFF:1, RP_CO_01:1",47.0,2,0,1,2,1,0,0,32,44,12,0.5732
P367,1000,2020-2021,9,"RP_TRAFFIC_01:5, RP_MACHINE_01:2, RP_FALL_CLIFF:1, RP_ANIMAL_01:1",4.5,1,0,0,0,1,0,0,2,0,5,0.0549
P368,1000,2020-2021,15,"RP_TRAFFIC_01:9, RP_SLIP_TERRAIN:4, RP_DROWN_01:2",7.5,0,0,0,2,0,0,0,0,4,9,0.0915
P369,1000,2020-2021,1,RP_MACHINE_01:1,0.5,0,0,0,0,0,0,0,1,0,0,0.0061
P370,1000,2020-2021,8,"RP_TRAFFIC_01:7, RP_SLIP_TERRAIN:1",4.0,0,0,0,0,0,0,0,0,1,7,0.0488
P371,1000,2020-2021,24,"RP_SLIP_TERRAIN:12, RP_MACHINE_01:5, RP_TRAFFIC_01:5, RP_FALL_CLIFF:2",12.0,0,0,0,0,2,0,0,5,12,5,0.1463
P372,1000,2020-2021,15,"RP_TRAFFIC_01:7, RP_SLIP_TERRAIN:5, RP_DROWN_01:3",7.5,0,0,0,3,0,0,0,0,5,7,0.0915
P373,1000,2020-2021,5,"RP_ANIMAL_01:3, RP_SLIP_TERRAIN:2",2.5,3,0,0,0,0,0,0,0,2,0,0.0305
P374,1000,2020-2021,32,"RP_TRAFFIC_01:12, RP_SLIP_TERRAIN:10, RP_MACHINE_01:6, RP_FALL_CLIFF:2, RP_ANIMAL_01:2",16.0,2,0,0,0,2,0,0,6,10,12,0.1951
P375,1000,2020-2021,19,"RP_TRAFFIC_01:9, RP_SLIP_TERRAIN:5, RP_MACHINE_01:3, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",9.5,1,0,0,0,1,0,0,3,5,9,0.1159
P376,1000,2020-2021,20,"RP_TRAFFIC_01:9, RP_SLIP_TERRAIN:6, RP_MACHINE_01:3, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",10.0,1,0,0,0,1,0,0,3,6,9,0.122
P377,1000,2020-2021,16,"RP_TRAFFIC_01:7, RP_SLIP_TERRAIN:5, RP_MACHINE_01:2, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",8.0,1,0,0,0,1,0,0,2,5,7,0.0976
P378,1000,2020-2021,16,"RP_SLIP_TERRAIN:8, RP_TRAFFIC_01:5, RP_MACHINE_01:2, RP_ANIMAL_01:1",8.0,1,0,0,0,0,0,0,2,8,5,0.0976
P380,1000,2020-2021,20,"RP_SLIP_TERRAIN:11, RP_MACHINE_01:4, RP_TRAFFIC_01:3, RP_FALL_CLIFF:2",10.0,0,0,0,0,2,0,0,4,11,3,0.122
P381,1000,2020-2021,25,"RP_TRAFFIC_01:12, RP_MACHINE_01:8, RP_SLIP_TERRAIN:4, RP_FIRE_01:1",12.5,0,0,0,0,0,1,0,8,4,12,0.1524
P383,1000,2020-2021,8,RP_TRAFFIC_01:8,4.0,0,0,0,0,0,0,0,0,0,8,0.0488
P384,1000,2020-2021,2,"RP_SLIP_TERRAIN:1, RP_MACHINE_01:1",1.0,0,0,0,0,0,0,0,1,1,0,0.0122
P385,1000,2020-2021,5,"RP_SLIP_TERRAIN:3, RP_FALL_CLIFF:1, RP_ANIMAL_01:1",2.5,1,0,0,0,1,0,0,0,3,0,0.0305
P386,1000,2020-2021,59,"RP_MACHINE_01:27, RP_SLIP_TERRAIN:18, RP_TRAFFIC_01:12, RP_FALL_CLIFF:2",29.5,0,0,0,0,2,0,0,27,18,12,0.3598
P387,1000,2020-2021,15,"RP_TRAFFIC_01:6, RP_MACHINE_01:4, RP_SLIP_TERRAIN:4, RP_ANIMAL_01:1",7.5,1,0,0,0,0,0,0,4,4,6,0.0915
