accidentId,risk_id,relationship,accident_type,attribution
AE_NEWS_0079,RP_FIRE_01,EVIDENCES,화재/폭발,PLACE_CONFIRMED_NEWS
AE_NEWS_0080,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0081,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0082,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0083,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0084,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0086,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0087,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0088,RP_WAVE_02,EVIDENCES,만조,PLACE_CONFIRMED_NEWS
AE_NEWS_0089,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0091,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0094,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0095,RP_SLIP_TERRAIN,EVIDENCES,미끄럼/낙상,PLACE_CONFIRMED_NEWS
AE_NEWS_0096,RP_DROWN_01,EVIDENCES,해양위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0097,RP_MOUNTAIN_01,EVIDENCES,산악사고,PLACE_CONFIRMED_NEWS
AE_NEWS_0098,RP_FIRE_01,EVIDENCES,화재위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0099,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0100,RP_ANIMAL_01,EVIDENCES,해양생물,PLACE_CONFIRMED_NEWS
AE_NEWS_0101,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0102,RP_FIRE_01,EVIDENCES,화재위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0103,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0104,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0105,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0106,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0107,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0108,RP_LOST_01,EVIDENCES,길잃음,PLACE_CONFIRMED_NEWS
AE_NEWS_0109,RP_LOST_01,EVIDENCES,길잃음,PLACE_CONFIRMED_NEWS
AE_NEWS_0110,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0111,RP_NIGHT_01,EVIDENCES,야간위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0113,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(낙상),PLACE_CONFIRMED_NEWS
AE_NEWS_0115,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0117,RP_FIRE_01,EVIDENCES,화재/폭발,PLACE_CONFIRMED_NEWS
AE_NEWS_0118,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0119,RP_DROWN_01,EVIDENCES,해양사고,PLACE_CONFIRMED_NEWS
AE_NEWS_0120,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0121,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0122,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0123,RP_ROCKFALL_01,EVIDENCES,낙석/붕괴,PLACE_CONFIRMED_NEWS
AE_NEWS_0124,RP_ANIMAL_01,EVIDENCES,자연환경/야생동물,PLACE_CONFIRMED_NEWS
AE_NEWS_0127,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0128,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0129,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0130,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0131,RP_ANIMAL_01,EVIDENCES,해양생물,PLACE_CONFIRMED_NEWS
AE_NEWS_0133,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0134,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(미끄럼),PLACE_CONFIRMED_NEWS
AE_NEWS_0135,RP_ANIMAL_01,EVIDENCES,해양생물,PLACE_CONFIRMED_NEWS
AE_NEWS_0136,RP_FIRE_01,EVIDENCES,화재위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0138,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0139,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0140,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(낙상),PLACE_CONFIRMED_NEWS
AE_NEWS_0141,RP_ROCKFALL_01,EVIDENCES,낙석/붕괴,PLACE_CONFIRMED_NEWS
AE_NEWS_0142,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0143,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0144,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0146,RP_NIGHT_01,EVIDENCES,야간위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0148,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0150,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0151,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0152,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0153,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0154,RP_ANIMAL_01,EVIDENCES,해양생물,PLACE_CONFIRMED_NEWS
AE_NEWS_0155,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0156,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0157,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0159,RP_DROWN_01,EVIDENCES,해양위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0160,RP_DROWN_01,EVIDENCES,해양(이안류),PLACE_CONFIRMED_NEWS
AE_NEWS_0161,RP_WAVE_02,EVIDENCES,해양(파고),PLACE_CONFIRMED_NEWS
AE_NEWS_0162,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0163,RP_DROWN_01,EVIDENCES,해양(이안류),PLACE_CONFIRMED_NEWS
AE_NEWS_0164,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(낙상),PLACE_CONFIRMED_NEWS
AE_NEWS_0165,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0166,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0167,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0169,RP_FIRE_01,EVIDENCES,화재/폭발,PLACE_CONFIRMED_NEWS
AE_NEWS_0170,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0171,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0172,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0173,RP_WAVE_02,EVIDENCES,해양(파고),PLACE_CONFIRMED_NEWS
AE_NEWS_0174,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0175,RP_WAVE_02,EVIDENCES,해양(파고),PLACE_CONFIRMED_NEWS
AE_NEWS_0176,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0177,RP_FIRE_01,EVIDENCES,화재위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0178,RP_SLIP_TERRAIN,EVIDENCES,미끄럼/낙상,PLACE_CONFIRMED_NEWS
AE_NEWS_0180,RP_DROWN_01,EVIDENCES,해양위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0181,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0182,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0183,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0184,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0185,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0186,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0187,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0188,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0189,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0190,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0192,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0193,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0194,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0195,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0196,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0197,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0199,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0203,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0204,RP_FIRE_01,EVIDENCES,화재위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0205,RP_FIRE_01,EVIDENCES,화재위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0206,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0207,RP_CROWD_01,EVIDENCES,혼잡위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0208,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(낙상),PLACE_CONFIRMED_NEWS
AE_NEWS_0209,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0210,RP_DROWN_01,EVIDENCES,음주/해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0211,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0212,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0214,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0215,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0216,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0217,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0218,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0219,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0220,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0221,RP_LOST_01,EVIDENCES,길잃음,PLACE_CONFIRMED_NEWS
AE_NEWS_0222,RP_LOST_01,EVIDENCES,길잃음,PLACE_CONFIRMED_NEWS
AE_NEWS_0223,RP_WAVE_02,EVIDENCES,해양(파고),PLACE_CONFIRMED_NEWS
AE_NEWS_0224,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0225,RP_DROWN_01,EVIDENCES,해양(이안류),PLACE_CONFIRMED_NEWS
AE_NEWS_0226,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0227,RP_ROCKFALL_01,EVIDENCES,자연환경(낙석),PLACE_CONFIRMED_NEWS
AE_NEWS_0228,RP_DROWN_01,EVIDENCES,해양(이안류),PLACE_CONFIRMED_NEWS
AE_NEWS_0230,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0231,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0233,RP_DROWN_01,EVIDENCES,음주/해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0235,RP_ROCKFALL_01,EVIDENCES,자연환경(낙석),PLACE_CONFIRMED_NEWS
AE_NEWS_0236,RP_LOST_01,EVIDENCES,길잃음,PLACE_CONFIRMED_NEWS
AE_NEWS_0237,RP_LOST_01,EVIDENCES,길잃음,PLACE_CONFIRMED_NEWS
AE_NEWS_0238,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0239,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0240,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0241,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(낙상),PLACE_CONFIRMED_NEWS
AE_NEWS_0247,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0248,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0249,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0250,RP_ROCKFALL_01,EVIDENCES,낙석/붕괴,PLACE_CONFIRMED_NEWS
AE_NEWS_0251,RP_ROCKFALL_01,EVIDENCES,자연환경(낙석),PLACE_CONFIRMED_NEWS
AE_NEWS_0252,RP_DROWN_01,EVIDENCES,해양사고,PLACE_CONFIRMED_NEWS
AE_NEWS_0253,RP_LOST_01,EVIDENCES,길잃음,PLACE_CONFIRMED_NEWS
AE_NEWS_0254,RP_LOST_01,EVIDENCES,길잃음,PLACE_CONFIRMED_NEWS
AE_NEWS_0256,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0257,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0258,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0259,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(낙상),PLACE_CONFIRMED_NEWS
AE_NEWS_0260,RP_ROCKFALL_01,EVIDENCES,자연환경(낙석),PLACE_CONFIRMED_NEWS
AE_NEWS_0261,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0262,RP_FIRE_01,EVIDENCES,화재/폭발,PLACE_CONFIRMED_NEWS
AE_NEWS_0263,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0264,RP_ANIMAL_01,EVIDENCES,해양생물,PLACE_CONFIRMED_NEWS
AE_NEWS_0265,RP_LOST_01,EVIDENCES,길잃음,PLACE_CONFIRMED_NEWS
AE_NEWS_0266,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0267,RP_DROWN_01,EVIDENCES,음주/해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0268,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0270,RP_DROWN_01,EVIDENCES,음주/해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0271,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0272,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0273,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(낙상),PLACE_CONFIRMED_NEWS
AE_NEWS_0274,RP_FIRE_01,EVIDENCES,화재위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0276,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0277,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0278,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0279,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0280,RP_FIRE_01,EVIDENCES,화재/폭발,PLACE_CONFIRMED_NEWS
AE_NEWS_0282,RP_MOUNTAIN_01,EVIDENCES,산악사고,PLACE_CONFIRMED_NEWS
AE_NEWS_0283,RP_MOUNTAIN_01,EVIDENCES,산악사고,PLACE_CONFIRMED_NEWS
AE_NEWS_0284,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0285,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0286,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0289,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0290,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0292,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0295,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0296,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0297,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0298,RP_SLIP_TERRAIN,EVIDENCES,미끄럼/낙상,PLACE_CONFIRMED_NEWS
AE_NEWS_0299,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(낙상),PLACE_CONFIRMED_NEWS
AE_NEWS_0300,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(미끄럼),PLACE_CONFIRMED_NEWS
AE_NEWS_0301,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(낙상),PLACE_CONFIRMED_NEWS
AE_NEWS_0302,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(미끄럼),PLACE_CONFIRMED_NEWS
AE_NEWS_0303,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0304,RP_FALL_CLIFF,EVIDENCES,추락,PLACE_CONFIRMED_NEWS
AE_NEWS_0305,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0306,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(미끄럼),PLACE_CONFIRMED_NEWS
AE_NEWS_0307,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0310,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0311,RP_NIGHT_01,EVIDENCES,야간위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0312,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0313,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0314,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0316,RP_TRAFFIC_01,EVIDENCES,시설/인프라(교통위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0317,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0318,RP_DROWN_01,EVIDENCES,해양,PLACE_CONFIRMED_NEWS
AE_NEWS_0320,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0323,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(낙상),PLACE_CONFIRMED_NEWS
AE_NEWS_0324,RP_SLIP_TERRAIN,EVIDENCES,지형/노면(낙상),PLACE_CONFIRMED_NEWS
AE_NEWS_0325,RP_WAVE_02,EVIDENCES,해양(파고),PLACE_CONFIRMED_NEWS
AE_NEWS_0326,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0327,RP_DROWN_01,EVIDENCES,익수위험,PLACE_CONFIRMED_NEWS
AE_NEWS_0328,RP_DROWN_01,EVIDENCES,해양사고,PLACE_CONFIRMED_NEWS
AE_NEWS_0329,RP_DROWN_01,EVIDENCES,해양(익수위험),PLACE_CONFIRMED_NEWS
AE_NEWS_0330,RP_TRAFFIC_01,EVIDENCES,시설/차량충돌,PLACE_CONFIRMED_NEWS
AE_NEWS_0331,RP_TRAFFIC_01,EVIDENCES,시설/차량충돌,PLACE_CONFIRMED_NEWS
AE_NEWS_0333,RP_TRAFFIC_01,EVIDENCES,교통위험,PLACE_CONFIRMED_NEWS
