placeId,recentAreaTotal,recentAreaTypes,recentAreaPeriod,recentAreaBasis
P647,1,기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P711,1,기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P102,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P118,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P126,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P227,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P244,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P252,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P257,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P259,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P282,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P313,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P414,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P443,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P483,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P486,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P846,14,낙상:9;동물곤충:2;열상:2;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P145,8,기타 둔상:3;추락:2;낙상:2;상해:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P202,8,기타 둔상:3;추락:2;낙상:2;상해:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P207,8,기타 둔상:3;추락:2;낙상:2;상해:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P209,8,기타 둔상:3;추락:2;낙상:2;상해:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P234,8,기타 둔상:3;추락:2;낙상:2;상해:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P330,8,기타 둔상:3;추락:2;낙상:2;상해:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P002,39,낙상:17;기타 둔상:8;상해:6;열상:3;추락:3;물:1;화염:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P113,39,낙상:17;기타 둔상:8;상해:6;열상:3;추락:3;물:1;화염:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P166,39,낙상:17;기타 둔상:8;상해:6;열상:3;추락:3;물:1;화염:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P182,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P481,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P500,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P512,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P943,5,낙상:3;기타 둔상:2,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P949,5,낙상:3;기타 둔상:2,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P482,3,낙상:2;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P732,3,낙상:2;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P139,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P233,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P322,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P358,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P359,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P360,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P368,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P372,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P534,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P825,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P827,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P849,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P856,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P865,4,동물곤충:2;기계:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P036,4,낙상:3;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P037,4,낙상:3;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P769,4,낙상:3;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P134,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P136,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P138,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P143,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P144,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P154,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P203,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P365,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P965,6,낙상:2;기타 둔상:2;동물곤충:1;온열손상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P417,4,낙상:2;동물곤충:1;온열손상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P848,4,낙상:2;동물곤충:1;온열손상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P736,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P204,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P356,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P484,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P488,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P505,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P897,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P922,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P294,1,기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P344,1,기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P652,1,기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P293,9,낙상:7;물:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P072,30,낙상:18;상해:5;기타 둔상:4;열상:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P178,30,낙상:18;상해:5;기타 둔상:4;열상:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P163,6,낙상:4;상해:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P198,6,낙상:4;상해:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P254,6,낙상:4;상해:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P273,6,낙상:4;상해:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P305,6,낙상:4;상해:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P678,6,낙상:4;상해:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P967,6,낙상:4;상해:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P121,84,낙상:47;열상:13;기타 둔상:13;관통상:6;동물곤충:3;물:1;상해:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P132,84,낙상:47;열상:13;기타 둔상:13;관통상:6;동물곤충:3;물:1;상해:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P082,22,낙상:10;동물곤충:7;기타 둔상:4;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P125,22,낙상:10;동물곤충:7;기타 둔상:4;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P425,22,낙상:10;동물곤충:7;기타 둔상:4;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P618,22,낙상:10;동물곤충:7;기타 둔상:4;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P740,22,낙상:10;동물곤충:7;기타 둔상:4;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P743,22,낙상:10;동물곤충:7;기타 둔상:4;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P837,22,낙상:10;동물곤충:7;기타 둔상:4;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P842,22,낙상:10;동물곤충:7;기타 둔상:4;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P920,22,낙상:10;동물곤충:7;기타 둔상:4;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P142,4,기타 둔상:2;낙상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P151,4,기타 둔상:2;낙상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P164,5,기타 둔상:2;낙상:1;관통상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P180,4,기타 둔상:2;낙상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P186,5,기타 둔상:2;낙상:1;관통상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P217,4,기타 둔상:2;낙상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P243,5,기타 둔상:2;낙상:1;관통상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P692,4,기타 둔상:2;낙상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P704,4,기타 둔상:2;낙상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P994,5,기타 둔상:2;낙상:1;관통상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P1017,5,기타 둔상:2;낙상:1;관통상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P1023,5,기타 둔상:2;낙상:1;관통상:1;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P015,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P017,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P038,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P066,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P127,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P130,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P216,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P224,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P285,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P287,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P302,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P321,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P337,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P366,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P409,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P410,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P415,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P423,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P441,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P452,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P453,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P466,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P479,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P503,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P506,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P566,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P600,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P741,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P774,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P793,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P799,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P801,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P843,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P878,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P918,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P919,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P927,32,낙상:19;기타 둔상:5;동물곤충:2;농기계:2;온열손상:1;추락:1;열상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P021,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P077,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P148,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P355,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P491,3,낙상:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P228,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P310,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P341,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P349,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P391,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P399,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P490,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P560,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P581,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P619,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P753,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P800,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P828,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P836,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P858,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P872,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P884,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P887,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P890,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P896,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P914,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P915,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P924,29,낙상:20;추락:4;동물곤충:2;상해:1;열상:1;기타 둔상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P286,5,낙상:3;기타 둔상:2,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P520,5,낙상:3;기타 둔상:2,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P794,5,낙상:3;기타 둔상:2,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P909,5,낙상:3;기타 둔상:2,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P009,12,낙상:9;동물곤충:1;기타 둔상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P114,12,낙상:9;동물곤충:1;기타 둔상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P192,11,낙상:9;동물곤충:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P269,12,낙상:9;동물곤충:1;기타 둔상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P270,12,낙상:9;동물곤충:1;기타 둔상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P301,11,낙상:9;동물곤충:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P324,12,낙상:9;동물곤충:1;기타 둔상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P327,11,낙상:9;동물곤충:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P369,12,낙상:9;동물곤충:1;기타 둔상:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P563,11,낙상:9;동물곤충:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P575,11,낙상:9;동물곤충:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P641,11,낙상:9;동물곤충:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P648,11,낙상:9;동물곤충:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P681,11,낙상:9;동물곤충:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
