placeId,name,field,before,after,evidence,source
P018,산방산탄산온천,mobilityAccess,FULL,PARTIAL,시설 공식 Q&A 3건 — 계단·휠체어대여 없음·보호자 동반 필수,tansanhot.com wr_id 1652/2074/2327
P018,산방산탄산온천,wheelchairAccess,FULL,PARTIAL,시설 공식 Q&A 3건 — 계단·휠체어대여 없음·보호자 동반 필수,tansanhot.com wr_id 1652/2074/2327
P018,산방산탄산온천,activityAccess,CONDITIONAL,CONDITIONAL,시설 공식 Q&A 3건 — 계단·휠체어대여 없음·보호자 동반 필수,tansanhot.com wr_id 1652/2074/2327
P018,산방산탄산온천,facilityAccess,AVAILABLE,CONDITIONAL,시설 공식 Q&A 3건 — 계단·휠체어대여 없음·보호자 동반 필수,tansanhot.com wr_id 1652/2074/2327
P018,산방산탄산온천,verifyStatus,VERIFIED,VERIFIED,시설 공식 Q&A 3건 — 계단·휠체어대여 없음·보호자 동반 필수,tansanhot.com wr_id 1652/2074/2327
