placeId,name,categoryMid,변경,사유
P018,산방산탄산온천,웰니스,activityAccess AVAILABLE→UNKNOWN,"활동에 신체 보조·전이 필요 가능성, 개별 근거 없음"
P093,렛츠런파크제주,액티비티,activityAccess AVAILABLE→UNKNOWN,"활동에 신체 보조·전이 필요 가능성, 개별 근거 없음"
P433,김녕요트투어,액티비티,activityAccess AVAILABLE→UNKNOWN,"활동에 신체 보조·전이 필요 가능성, 개별 근거 없음"
P929,도치돌알파카목장,관광체험,activityAccess AVAILABLE→UNKNOWN,"활동에 신체 보조·전이 필요 가능성, 개별 근거 없음"
P936,제주특별자치도축산생명연구원제주마방목지,관광체험,activityAccess AVAILABLE→UNKNOWN,"활동에 신체 보조·전이 필요 가능성, 개별 근거 없음"
P996,제주월드컵경기장,스포츠시설,activityAccess AVAILABLE→UNKNOWN,"활동에 신체 보조·전이 필요 가능성, 개별 근거 없음"
P999,용두암해수랜드,웰니스,activityAccess AVAILABLE→UNKNOWN,"활동에 신체 보조·전이 필요 가능성, 개별 근거 없음"
P1000,제주참숯가마찜질방,웰니스,activityAccess AVAILABLE→UNKNOWN,"활동에 신체 보조·전이 필요 가능성, 개별 근거 없음"
