accidentId,placeId,relationship,distance_m
AE_FIRE_PT_00541,P155,OCCURRED_AT,492
AE_FIRE_PT_00542,P053,OCCURRED_AT,512
AE_FIRE_PT_00543,P991,OCCURRED_AT,234
AE_FIRE_PT_00544,P044,OCCURRED_AT,101
AE_FIRE_PT_00545,P072,OCCURRED_AT,193
AE_FIRE_PT_00546,P315,OCCURRED_AT,562
AE_FIRE_PT_00547,P841,OCCURRED_AT,387
AE_FIRE_PT_00549,P941,OCCURRED_AT,683
AE_FIRE_PT_00551,P197,OCCURRED_AT,131
AE_FIRE_PT_00552,P139,OCCURRED_AT,277
AE_FIRE_PT_00553,P788,OCCURRED_AT,107
AE_FIRE_PT_00554,P991,OCCURRED_AT,899
AE_FIRE_PT_00555,P667,OCCURRED_AT,415
AE_FIRE_PT_00556,P667,OCCURRED_AT,415
AE_FIRE_PT_00557,P989,OCCURRED_AT,386
AE_FIRE_PT_00558,P054,OCCURRED_AT,961
AE_FIRE_PT_00559,P054,OCCURRED_AT,961
AE_FIRE_PT_00560,P054,OCCURRED_AT,961
AE_FIRE_PT_00561,P362,OCCURRED_AT,328
AE_FIRE_PT_00562,P036,OCCURRED_AT,59
AE_FIRE_PT_00563,P542,OCCURRED_AT,528
AE_FIRE_PT_00565,P071,OCCURRED_AT,168
AE_FIRE_PT_00566,P243,OCCURRED_AT,93
AE_FIRE_PT_00567,P029,OCCURRED_AT,153
AE_FIRE_PT_00568,P083,OCCURRED_AT,511
AE_FIRE_PT_00569,P315,OCCURRED_AT,687
AE_FIRE_PT_00570,P315,OCCURRED_AT,687
AE_FIRE_PT_00571,P269,OCCURRED_AT,41
AE_FIRE_PT_00572,P165,OCCURRED_AT,84
AE_FIRE_PT_00573,P058,OCCURRED_AT,505
AE_FIRE_PT_00574,P716,OCCURRED_AT,589
AE_FIRE_PT_00575,P716,OCCURRED_AT,589
AE_FIRE_PT_00576,P210,OCCURRED_AT,102
AE_FIRE_PT_00577,P229,OCCURRED_AT,72
AE_FIRE_PT_00578,P267,OCCURRED_AT,237
AE_FIRE_PT_00579,P266,OCCURRED_AT,244
AE_FIRE_PT_00580,P912,OCCURRED_AT,557
AE_FIRE_PT_00581,P316,OCCURRED_AT,368
AE_FIRE_PT_00582,P030,OCCURRED_AT,262
AE_FIRE_PT_00583,P014,OCCURRED_AT,88
AE_FIRE_PT_00584,P969,OCCURRED_AT,784
AE_FIRE_PT_00585,P418,OCCURRED_AT,681
AE_FIRE_PT_00586,P059,OCCURRED_AT,191
AE_FIRE_PT_00587,P333,OCCURRED_AT,232
AE_FIRE_PT_00588,P188,OCCURRED_AT,210
AE_FIRE_PT_00589,P188,OCCURRED_AT,210
AE_FIRE_PT_00590,P271,OCCURRED_AT,702
AE_FIRE_PT_00591,P328,OCCURRED_AT,208
AE_FIRE_PT_00592,P245,OCCURRED_AT,26
AE_FIRE_PT_00593,P259,OCCURRED_AT,325
AE_FIRE_PT_00594,P667,OCCURRED_AT,558
AE_FIRE_PT_00595,P667,OCCURRED_AT,558
AE_FIRE_PT_00596,P125,OCCURRED_AT,53
AE_FIRE_PT_00597,P162,OCCURRED_AT,143
AE_FIRE_PT_00598,P046,OCCURRED_AT,195
AE_FIRE_PT_00599,P046,OCCURRED_AT,195
AE_FIRE_PT_00600,P188,OCCURRED_AT,272
AE_FIRE_PT_00601,P070,OCCURRED_AT,399
AE_FIRE_PT_00602,P921,OCCURRED_AT,635
AE_FIRE_PT_00603,P921,OCCURRED_AT,635
AE_FIRE_PT_00604,P531,OCCURRED_AT,577
AE_FIRE_PT_00605,P516,OCCURRED_AT,410
AE_FIRE_PT_00606,P516,OCCURRED_AT,410
AE_FIRE_PT_00607,P040,OCCURRED_AT,41
AE_FIRE_PT_00608,P188,OCCURRED_AT,384
AE_FIRE_PT_00609,P198,OCCURRED_AT,217
AE_FIRE_PT_00610,P231,OCCURRED_AT,187
AE_FIRE_PT_00615,P345,OCCURRED_AT,410
AE_FIRE_PT_00616,P096,OCCURRED_AT,130
AE_FIRE_PT_00617,P092,OCCURRED_AT,440
AE_FIRE_PT_00618,P259,OCCURRED_AT,594
AE_FIRE_PT_00619,P070,OCCURRED_AT,261
AE_FIRE_PT_00620,P131,OCCURRED_AT,77
AE_FIRE_PT_00621,P040,OCCURRED_AT,37
AE_FIRE_PT_00622,P147,OCCURRED_AT,250
AE_FIRE_PT_00623,P316,OCCURRED_AT,888
AE_FIRE_PT_00624,P316,OCCURRED_AT,888
AE_FIRE_PT_00625,P316,OCCURRED_AT,888
AE_FIRE_PT_00626,P316,OCCURRED_AT,888
AE_FIRE_PT_00627,P065,OCCURRED_AT,461
AE_FIRE_PT_00628,P584,OCCURRED_AT,291
AE_FIRE_PT_00629,P040,OCCURRED_AT,69
AE_FIRE_PT_00630,P357,OCCURRED_AT,681
AE_FIRE_PT_00631,P349,OCCURRED_AT,175
AE_FIRE_PT_00632,P494,OCCURRED_AT,493
AE_FIRE_PT_00633,P493,OCCURRED_AT,162
AE_FIRE_PT_00634,P955,OCCURRED_AT,234
AE_FIRE_PT_00635,P846,OCCURRED_AT,684
AE_FIRE_PT_00637,P165,OCCURRED_AT,23
AE_FIRE_PT_00638,P040,OCCURRED_AT,88
AE_FIRE_PT_00639,P699,OCCURRED_AT,0
AE_FIRE_PT_00640,P229,OCCURRED_AT,90
AE_FIRE_PT_00641,P1002,OCCURRED_AT,25
AE_FIRE_PT_00642,P562,OCCURRED_AT,417
AE_FIRE_PT_00645,P029,OCCURRED_AT,168
AE_FIRE_PT_00646,P506,OCCURRED_AT,826
AE_FIRE_PT_00647,P053,OCCURRED_AT,681
AE_FIRE_PT_00648,P053,OCCURRED_AT,681
AE_FIRE_PT_00649,P361,OCCURRED_AT,790
AE_FIRE_PT_00650,P277,OCCURRED_AT,512
AE_FIRE_PT_00651,P976,OCCURRED_AT,67
AE_FIRE_PT_00652,P388,OCCURRED_AT,807
AE_FIRE_PT_00653,P259,OCCURRED_AT,347
AE_FIRE_PT_00654,P259,OCCURRED_AT,347
AE_FIRE_PT_00655,P031,OCCURRED_AT,415
AE_FIRE_PT_00656,P031,OCCURRED_AT,415
AE_FIRE_PT_00657,P290,OCCURRED_AT,679
AE_FIRE_PT_00658,P290,OCCURRED_AT,679
AE_FIRE_PT_00659,P251,OCCURRED_AT,243
AE_FIRE_PT_00661,P760,OCCURRED_AT,685
AE_FIRE_PT_00662,P510,OCCURRED_AT,12
AE_FIRE_PT_00663,P179,OCCURRED_AT,138
AE_FIRE_PT_00664,P334,OCCURRED_AT,201
AE_FIRE_PT_00665,P150,OCCURRED_AT,320
AE_FIRE_PT_00666,P275,OCCURRED_AT,591
AE_FIRE_PT_00667,P113,OCCURRED_AT,22
AE_FIRE_PT_00668,P997,OCCURRED_AT,95
AE_FIRE_PT_00669,P081,OCCURRED_AT,189
AE_FIRE_PT_00670,P495,OCCURRED_AT,563
AE_FIRE_PT_00671,P923,OCCURRED_AT,465
AE_FIRE_PT_00672,P403,OCCURRED_AT,342
AE_FIRE_PT_00673,P324,OCCURRED_AT,387
AE_FIRE_PT_00674,P551,OCCURRED_AT,362
AE_FIRE_PT_00675,P259,OCCURRED_AT,284
AE_FIRE_PT_00676,P502,OCCURRED_AT,89
AE_FIRE_PT_00677,P155,OCCURRED_AT,518
AE_FIRE_PT_00678,P171,OCCURRED_AT,197
AE_FIRE_PT_00679,P344,OCCURRED_AT,708
AE_FIRE_PT_00680,P162,OCCURRED_AT,58
AE_FIRE_PT_00681,P907,OCCURRED_AT,510
AE_FIRE_PT_00682,P357,OCCURRED_AT,675
AE_FIRE_PT_00683,P132,OCCURRED_AT,61
AE_FIRE_PT_00684,P405,OCCURRED_AT,337
AE_FIRE_PT_00686,P968,OCCURRED_AT,178
AE_FIRE_PT_00687,P413,OCCURRED_AT,330
AE_FIRE_PT_00688,P178,OCCURRED_AT,226
AE_FIRE_PT_00689,P960,OCCURRED_AT,226
AE_FIRE_PT_00690,P178,OCCURRED_AT,169
AE_FIRE_PT_00691,P583,OCCURRED_AT,744
AE_FIRE_PT_00692,P735,OCCURRED_AT,189
AE_FIRE_PT_00693,P060,OCCURRED_AT,181
AE_FIRE_PT_00694,P188,OCCURRED_AT,514
AE_FIRE_PT_00695,P1021,OCCURRED_AT,442
AE_FIRE_PT_00696,P237,OCCURRED_AT,460
AE_FIRE_PT_00697,P237,OCCURRED_AT,460
AE_FIRE_PT_00698,P237,OCCURRED_AT,460
AE_FIRE_PT_00699,P237,OCCURRED_AT,460
AE_FIRE_PT_00700,P648,OCCURRED_AT,552
AE_FIRE_PT_00701,P648,OCCURRED_AT,552
AE_FIRE_PT_00702,P648,OCCURRED_AT,552
AE_FIRE_PT_00703,P648,OCCURRED_AT,552
AE_FIRE_PT_00704,P031,OCCURRED_AT,454
AE_FIRE_PT_00705,P348,OCCURRED_AT,146
AE_FIRE_PT_00706,P495,OCCURRED_AT,918
AE_FIRE_PT_00707,P195,OCCURRED_AT,123
AE_FIRE_PT_00708,P195,OCCURRED_AT,123
AE_FIRE_PT_00709,P153,OCCURRED_AT,51
AE_FIRE_PT_00711,P430,OCCURRED_AT,495
AE_FIRE_PT_00713,P816,OCCURRED_AT,71
AE_FIRE_PT_00714,P816,OCCURRED_AT,71
AE_FIRE_PT_00715,P014,OCCURRED_AT,38
AE_FIRE_PT_00716,P894,OCCURRED_AT,331
AE_FIRE_PT_00717,P701,OCCURRED_AT,34
AE_FIRE_PT_00718,P368,OCCURRED_AT,142
AE_FIRE_PT_00719,P490,OCCURRED_AT,500
AE_FIRE_PT_00720,P756,OCCURRED_AT,32
AE_FIRE_PT_00721,P376,OCCURRED_AT,302
AE_FIRE_PT_00722,P998,OCCURRED_AT,13
AE_FIRE_PT_00723,P701,OCCURRED_AT,242
AE_FIRE_PT_00724,P734,OCCURRED_AT,89
AE_FIRE_PT_00725,P032,OCCURRED_AT,235
AE_FIRE_PT_00726,P726,OCCURRED_AT,403
AE_FIRE_PT_00727,P033,OCCURRED_AT,462
AE_FIRE_PT_00728,P047,OCCURRED_AT,231
AE_FIRE_PT_00729,P268,OCCURRED_AT,152
AE_FIRE_PT_00730,P147,OCCURRED_AT,170
AE_FIRE_PT_00731,P070,OCCURRED_AT,10
AE_FIRE_PT_00732,P995,OCCURRED_AT,46
AE_FIRE_PT_00733,P701,OCCURRED_AT,95
AE_FIRE_PT_00734,P040,OCCURRED_AT,52
AE_FIRE_PT_00735,P614,OCCURRED_AT,33
AE_FIRE_PT_00736,P536,OCCURRED_AT,525
AE_FIRE_PT_00737,P103,OCCURRED_AT,46
AE_FIRE_PT_00738,P598,OCCURRED_AT,965
AE_FIRE_PT_00739,P598,OCCURRED_AT,965
AE_FIRE_PT_00740,P494,OCCURRED_AT,10
AE_FIRE_PT_00741,P350,OCCURRED_AT,325
AE_FIRE_PT_00742,P040,OCCURRED_AT,69
AE_FIRE_PT_00743,P271,OCCURRED_AT,41
AE_FIRE_PT_00744,P047,OCCURRED_AT,580
AE_FIRE_PT_00746,P171,OCCURRED_AT,181
AE_FIRE_PT_00747,P031,OCCURRED_AT,505
AE_FIRE_PT_00748,P911,OCCURRED_AT,115
AE_FIRE_PT_00749,P127,OCCURRED_AT,594
AE_FIRE_PT_00750,P120,OCCURRED_AT,671
AE_FIRE_PT_00751,P144,OCCURRED_AT,191
AE_FIRE_PT_00752,P960,OCCURRED_AT,311
AE_FIRE_PT_00753,P925,OCCURRED_AT,785
AE_FIRE_PT_00754,P925,OCCURRED_AT,785
AE_FIRE_PT_00755,P103,OCCURRED_AT,15
AE_FIRE_PT_00756,P972,OCCURRED_AT,163
AE_FIRE_PT_00757,P377,OCCURRED_AT,30
AE_FIRE_PT_00758,P310,OCCURRED_AT,582
AE_FIRE_PT_00760,P377,OCCURRED_AT,29
AE_FIRE_PT_00761,P499,OCCURRED_AT,916
AE_FIRE_PT_00762,P032,OCCURRED_AT,126
AE_FIRE_PT_00764,P518,OCCURRED_AT,188
AE_FIRE_PT_00769,P252,OCCURRED_AT,117
AE_FIRE_PT_00770,P244,OCCURRED_AT,38
AE_FIRE_PT_00771,P112,OCCURRED_AT,188
AE_FIRE_PT_00772,P389,OCCURRED_AT,225
AE_FIRE_PT_00774,P233,OCCURRED_AT,366
AE_FIRE_PT_00775,P135,OCCURRED_AT,189
AE_FIRE_PT_00776,P564,OCCURRED_AT,788
AE_FIRE_PT_00777,P564,OCCURRED_AT,788
AE_FIRE_PT_00778,P271,OCCURRED_AT,41
AE_FIRE_PT_00779,P040,OCCURRED_AT,69
AE_FIRE_PT_00780,P144,OCCURRED_AT,282
AE_FIRE_PT_00781,P060,OCCURRED_AT,128
AE_FIRE_PT_00782,P972,OCCURRED_AT,83
AE_FIRE_PT_00783,P131,OCCURRED_AT,329
AE_FIRE_PT_00784,P327,OCCURRED_AT,316
AE_FIRE_PT_00785,P280,OCCURRED_AT,370
AE_FIRE_PT_00786,P377,OCCURRED_AT,27
AE_FIRE_PT_00787,P276,OCCURRED_AT,216
AE_FIRE_PT_00788,P125,OCCURRED_AT,45
AE_FIRE_PT_00789,P094,OCCURRED_AT,19
AE_FIRE_PT_00790,P094,OCCURRED_AT,19
AE_FIRE_PT_00791,P242,OCCURRED_AT,240
AE_FIRE_PT_00792,P344,OCCURRED_AT,689
AE_FIRE_PT_00795,P1011,OCCURRED_AT,591
AE_FIRE_PT_00796,P1011,OCCURRED_AT,591
AE_FIRE_PT_00797,P1011,OCCURRED_AT,591
AE_FIRE_PT_00798,P252,OCCURRED_AT,617
AE_FIRE_PT_00799,P561,OCCURRED_AT,82
AE_FIRE_PT_00800,P339,OCCURRED_AT,83
AE_FIRE_PT_00801,P879,OCCURRED_AT,336
AE_FIRE_PT_00802,P495,OCCURRED_AT,657
AE_FIRE_PT_00803,P032,OCCURRED_AT,235
AE_FIRE_PT_00804,P361,OCCURRED_AT,583
AE_FIRE_PT_00805,P350,OCCURRED_AT,297
AE_FIRE_PT_00806,P414,OCCURRED_AT,391
AE_FIRE_PT_00807,P178,OCCURRED_AT,120
AE_FIRE_PT_00808,P734,OCCURRED_AT,210
AE_FIRE_PT_00809,P178,OCCURRED_AT,523
AE_FIRE_PT_00813,P031,OCCURRED_AT,270
AE_FIRE_PT_00814,P062,OCCURRED_AT,622
AE_FIRE_PT_00815,P437,OCCURRED_AT,447
AE_FIRE_PT_00816,P756,OCCURRED_AT,432
AE_FIRE_PT_00817,P756,OCCURRED_AT,432
AE_FIRE_PT_00818,P756,OCCURRED_AT,432
AE_FIRE_PT_00819,P978,OCCURRED_AT,54
AE_FIRE_PT_00820,P054,OCCURRED_AT,355
AE_FIRE_PT_00821,P183,OCCURRED_AT,844
AE_FIRE_PT_00822,P183,OCCURRED_AT,844
AE_FIRE_PT_00823,P012,OCCURRED_AT,93
AE_FIRE_PT_00824,P641,OCCURRED_AT,628
AE_FIRE_PT_00825,P028,OCCURRED_AT,283
AE_FIRE_PT_00826,P028,OCCURRED_AT,283
AE_FIRE_PT_00828,P623,OCCURRED_AT,850
AE_FIRE_PT_00829,P623,OCCURRED_AT,850
AE_FIRE_PT_00830,P892,OCCURRED_AT,418
AE_FIRE_PT_00831,P160,OCCURRED_AT,90
AE_FIRE_PT_00832,P638,OCCURRED_AT,412
AE_FIRE_PT_00833,P029,OCCURRED_AT,131
AE_FIRE_PT_00834,P991,OCCURRED_AT,0
AE_FIRE_PT_00836,P739,OCCURRED_AT,24
AE_FIRE_PT_00837,P572,OCCURRED_AT,188
AE_FIRE_PT_00838,P290,OCCURRED_AT,371
AE_FIRE_PT_00839,P056,OCCURRED_AT,398
AE_FIRE_PT_00840,P667,OCCURRED_AT,727
AE_FIRE_PT_00841,P344,OCCURRED_AT,705
AE_FIRE_PT_00843,P032,OCCURRED_AT,313
AE_FIRE_PT_00844,P807,OCCURRED_AT,764
AE_FIRE_PT_00845,P392,OCCURRED_AT,325
AE_FIRE_PT_00846,P838,OCCURRED_AT,702
AE_FIRE_PT_00847,P318,OCCURRED_AT,427
AE_FIRE_PT_00848,P328,OCCURRED_AT,208
AE_FIRE_PT_00849,P841,OCCURRED_AT,398
AE_FIRE_PT_00850,P406,OCCURRED_AT,144
AE_FIRE_PT_00851,P239,OCCURRED_AT,168
AE_FIRE_PT_00852,P972,OCCURRED_AT,193
AE_FIRE_PT_00853,P370,OCCURRED_AT,24
AE_FIRE_PT_00854,P370,OCCURRED_AT,24
AE_FIRE_PT_00855,P125,OCCURRED_AT,19
AE_FIRE_PT_00856,P447,OCCURRED_AT,145
AE_FIRE_PT_00863,P907,OCCURRED_AT,61
AE_FIRE_PT_00864,P851,OCCURRED_AT,544
AE_FIRE_PT_00865,P369,OCCURRED_AT,484
AE_FIRE_PT_00866,P040,OCCURRED_AT,69
AE_FIRE_PT_00867,P830,OCCURRED_AT,213
AE_FIRE_PT_00868,P248,OCCURRED_AT,228
AE_FIRE_PT_00869,P103,OCCURRED_AT,48
AE_FIRE_PT_00870,P830,OCCURRED_AT,203
AE_FIRE_PT_00872,P854,OCCURRED_AT,491
AE_FIRE_PT_00873,P598,OCCURRED_AT,586
AE_FIRE_PT_00874,P598,OCCURRED_AT,586
AE_FIRE_PT_00875,P120,OCCURRED_AT,317
AE_FIRE_PT_00876,P070,OCCURRED_AT,10
AE_FIRE_PT_00877,P374,OCCURRED_AT,762
AE_FIRE_PT_00878,P319,OCCURRED_AT,434
AE_FIRE_PT_00879,P952,OCCURRED_AT,166
AE_FIRE_PT_00880,P976,OCCURRED_AT,225
AE_FIRE_PT_00881,P976,OCCURRED_AT,225
AE_FIRE_PT_00882,P312,OCCURRED_AT,253
AE_FIRE_PT_00883,P972,OCCURRED_AT,300
AE_FIRE_PT_00884,P463,OCCURRED_AT,144
AE_FIRE_PT_00885,P171,OCCURRED_AT,180
AE_FIRE_PT_00886,P252,OCCURRED_AT,208
AE_FIRE_PT_00887,P368,OCCURRED_AT,144
AE_FIRE_PT_00888,P846,OCCURRED_AT,68
AE_FIRE_PT_00889,P827,OCCURRED_AT,224
AE_FIRE_PT_00890,P032,OCCURRED_AT,335
AE_FIRE_PT_00891,P783,OCCURRED_AT,589
AE_FIRE_PT_00892,P487,OCCURRED_AT,428
AE_FIRE_PT_00893,P361,OCCURRED_AT,393
AE_FIRE_PT_00894,P111,OCCURRED_AT,53
AE_FIRE_PT_00895,P539,OCCURRED_AT,48
AE_FIRE_PT_00896,P892,OCCURRED_AT,408
AE_FIRE_PT_00897,P060,OCCURRED_AT,20
AE_FIRE_PT_00898,P112,OCCURRED_AT,153
AE_FIRE_PT_00899,P942,OCCURRED_AT,806
AE_FIRE_PT_00900,P405,OCCURRED_AT,366
AE_FIRE_PT_00901,P363,OCCURRED_AT,15
AE_FIRE_PT_00903,P259,OCCURRED_AT,866
AE_FIRE_PT_00905,P091,OCCURRED_AT,60
AE_FIRE_PT_00906,P179,OCCURRED_AT,526
AE_FIRE_PT_00907,P179,OCCURRED_AT,451
AE_FIRE_PT_00908,P214,OCCURRED_AT,409
AE_FIRE_PT_00909,P104,OCCURRED_AT,159
AE_FIRE_PT_00910,P070,OCCURRED_AT,128
AE_FIRE_PT_00911,P047,OCCURRED_AT,220
AE_FIRE_PT_00912,P829,OCCURRED_AT,286
AE_FIRE_PT_00913,P829,OCCURRED_AT,286
AE_FIRE_PT_00914,P357,OCCURRED_AT,221
AE_FIRE_PT_00915,P121,OCCURRED_AT,723
AE_FIRE_PT_00916,P121,OCCURRED_AT,723
AE_FIRE_PT_00917,P203,OCCURRED_AT,126
AE_FIRE_PT_00918,P201,OCCURRED_AT,373
AE_FIRE_PT_00919,P653,OCCURRED_AT,84
AE_FIRE_PT_00920,P105,OCCURRED_AT,686
AE_FIRE_PT_00921,P105,OCCURRED_AT,686
AE_FIRE_PT_00922,P105,OCCURRED_AT,686
AE_FIRE_PT_00923,P105,OCCURRED_AT,686
AE_FIRE_PT_00924,P105,OCCURRED_AT,686
AE_FIRE_PT_00925,P290,OCCURRED_AT,215
AE_FIRE_PT_00926,P053,OCCURRED_AT,793
AE_FIRE_PT_00927,P207,OCCURRED_AT,61
AE_FIRE_PT_00930,P277,OCCURRED_AT,66
AE_FIRE_PT_00931,P853,OCCURRED_AT,530
AE_FIRE_PT_00932,P070,OCCURRED_AT,10
AE_FIRE_PT_00933,P405,OCCURRED_AT,100
AE_FIRE_PT_00934,P846,OCCURRED_AT,252
AE_FIRE_PT_00935,P533,OCCURRED_AT,477
AE_FIRE_PT_00936,P014,OCCURRED_AT,146
AE_FIRE_PT_00937,P318,OCCURRED_AT,469
AE_FIRE_PT_00938,P031,OCCURRED_AT,591
AE_FIRE_PT_00939,P283,OCCURRED_AT,310
AE_FIRE_PT_00940,P465,OCCURRED_AT,621
AE_FIRE_PT_00941,P510,OCCURRED_AT,158
AE_FIRE_PT_00942,P283,OCCURRED_AT,310
AE_FIRE_PT_00943,P193,OCCURRED_AT,216
AE_FIRE_PT_00944,P048,OCCURRED_AT,287
AE_FIRE_PT_00945,P001,OCCURRED_AT,423
AE_FIRE_PT_00947,P319,OCCURRED_AT,436
AE_FIRE_PT_00948,P120,OCCURRED_AT,530
AE_FIRE_PT_00949,P997,OCCURRED_AT,431
AE_FIRE_PT_00950,P057,OCCURRED_AT,371
AE_FIRE_PT_00951,P283,OCCURRED_AT,584
AE_FIRE_PT_00952,P283,OCCURRED_AT,584
AE_FIRE_PT_00953,P344,OCCURRED_AT,617
AE_FIRE_PT_00954,P344,OCCURRED_AT,617
AE_FIRE_PT_00955,P065,OCCURRED_AT,823
AE_FIRE_PT_00956,P065,OCCURRED_AT,823
AE_FIRE_PT_00957,P277,OCCURRED_AT,171
AE_FIRE_PT_00958,P521,OCCURRED_AT,738
AE_FIRE_PT_00959,P053,OCCURRED_AT,98
AE_FIRE_PT_00960,P341,OCCURRED_AT,157
AE_FIRE_PT_00961,P954,OCCURRED_AT,318
AE_FIRE_PT_00962,P940,OCCURRED_AT,43
AE_FIRE_PT_00963,P400,OCCURRED_AT,354
AE_FIRE_PT_00964,P734,OCCURRED_AT,396
AE_FIRE_PT_00965,P405,OCCURRED_AT,459
AE_FIRE_PT_00967,P070,OCCURRED_AT,27
AE_FIRE_PT_00968,P522,OCCURRED_AT,94
AE_FIRE_PT_00969,P053,OCCURRED_AT,346
AE_FIRE_PT_00970,P350,OCCURRED_AT,428
AE_FIRE_PT_00971,P733,OCCURRED_AT,41
AE_FIRE_PT_00972,P344,OCCURRED_AT,879
AE_FIRE_PT_00973,P301,OCCURRED_AT,348
AE_FIRE_PT_00974,P748,OCCURRED_AT,81
AE_FIRE_PT_00975,P105,OCCURRED_AT,666
AE_FIRE_PT_00976,P006,OCCURRED_AT,239
AE_FIRE_PT_00977,P019,OCCURRED_AT,76
AE_FIRE_PT_00978,P344,OCCURRED_AT,513
AE_FIRE_PT_00979,P178,OCCURRED_AT,236
AE_FIRE_PT_00980,P047,OCCURRED_AT,203
AE_FIRE_PT_00981,P336,OCCURRED_AT,239
AE_FIRE_PT_00982,P336,OCCURRED_AT,239
AE_FIRE_PT_00983,P336,OCCURRED_AT,239
AE_FIRE_PT_00984,P124,OCCURRED_AT,166
AE_FIRE_PT_00985,P037,OCCURRED_AT,26
AE_FIRE_PT_00986,P031,OCCURRED_AT,639
AE_FIRE_PT_00988,P055,OCCURRED_AT,39
AE_FIRE_PT_00989,P278,OCCURRED_AT,476
AE_FIRE_PT_00990,P345,OCCURRED_AT,423
AE_FIRE_PT_00991,P345,OCCURRED_AT,423
AE_FIRE_PT_00992,P345,OCCURRED_AT,423
AE_FIRE_PT_00993,P345,OCCURRED_AT,423
AE_FIRE_PT_00994,P333,OCCURRED_AT,444
AE_FIRE_PT_00995,P124,OCCURRED_AT,123
AE_FIRE_PT_00997,P846,OCCURRED_AT,35
AE_FIRE_PT_00998,P953,OCCURRED_AT,243
AE_FIRE_PT_00999,P727,OCCURRED_AT,110
AE_FIRE_PT_01000,P727,OCCURRED_AT,110
AE_FIRE_PT_01001,P028,OCCURRED_AT,73
AE_FIRE_PT_01002,P418,OCCURRED_AT,830
AE_FIRE_PT_01003,P418,OCCURRED_AT,830
AE_FIRE_PT_01004,P418,OCCURRED_AT,830
AE_FIRE_PT_01005,P351,OCCURRED_AT,308
AE_FIRE_PT_01006,P484,OCCURRED_AT,48
AE_FIRE_PT_01007,P485,OCCURRED_AT,50
AE_FIRE_PT_01008,P1005,OCCURRED_AT,665
AE_FIRE_PT_01009,P023,OCCURRED_AT,231
AE_FIRE_PT_01010,P102,OCCURRED_AT,660
AE_FIRE_PT_01011,P878,OCCURRED_AT,56
AE_FIRE_PT_01012,P047,OCCURRED_AT,44
AE_FIRE_PT_01013,P960,OCCURRED_AT,353
AE_FIRE_PT_01014,P449,OCCURRED_AT,543
AE_FIRE_PT_01015,P214,OCCURRED_AT,448
AE_FIRE_PT_01016,P588,OCCURRED_AT,147
AE_FIRE_PT_01017,P588,OCCURRED_AT,147
AE_FIRE_PT_01018,P155,OCCURRED_AT,223
AE_FIRE_PT_01020,P684,OCCURRED_AT,506
AE_FIRE_PT_01021,P520,OCCURRED_AT,491
AE_FIRE_PT_01022,P060,OCCURRED_AT,969
AE_FIRE_PT_01023,P060,OCCURRED_AT,969
AE_FIRE_PT_01026,P001,OCCURRED_AT,250
AE_FIRE_PT_01027,P227,OCCURRED_AT,130
AE_FIRE_PT_01029,P179,OCCURRED_AT,138
AE_FIRE_PT_01030,P165,OCCURRED_AT,69
AE_FIRE_PT_01031,P214,OCCURRED_AT,171
AE_FIRE_PT_01032,P699,OCCURRED_AT,227
AE_FIRE_PT_01034,P150,OCCURRED_AT,253
AE_FIRE_PT_01035,P583,OCCURRED_AT,278
AE_FIRE_PT_01036,P808,OCCURRED_AT,770
AE_FIRE_PT_01037,P005,OCCURRED_AT,332
AE_FIRE_PT_01038,P699,OCCURRED_AT,262
AE_FIRE_PT_01039,P822,OCCURRED_AT,991
AE_FIRE_PT_01040,P730,OCCURRED_AT,202
AE_FIRE_PT_01044,P053,OCCURRED_AT,511
AE_FIRE_PT_01045,P986,OCCURRED_AT,548
AE_FIRE_PT_01046,P033,OCCURRED_AT,143
AE_FIRE_PT_01047,P637,OCCURRED_AT,513
AE_FIRE_PT_01048,P449,OCCURRED_AT,558
AE_FIRE_PT_01049,P418,OCCURRED_AT,823
AE_FIRE_PT_01050,P523,OCCURRED_AT,215
AE_FIRE_PT_01051,P698,OCCURRED_AT,393
AE_FIRE_PT_01052,P252,OCCURRED_AT,191
AE_FIRE_PT_01053,P966,OCCURRED_AT,320
AE_FIRE_PT_01054,P006,OCCURRED_AT,239
AE_FIRE_PT_01055,P392,OCCURRED_AT,878
AE_FIRE_PT_01056,P574,OCCURRED_AT,686
AE_FIRE_PT_01057,P700,OCCURRED_AT,327
AE_FIRE_PT_01059,P219,OCCURRED_AT,7
AE_FIRE_PT_01060,P947,OCCURRED_AT,42
AE_FIRE_PT_01061,P040,OCCURRED_AT,69
AE_FIRE_PT_01066,P060,OCCURRED_AT,40
AE_FIRE_PT_01067,P536,OCCURRED_AT,763
AE_FIRE_PT_01068,P560,OCCURRED_AT,834
AE_FIRE_PT_01069,P911,OCCURRED_AT,152
AE_FIRE_PT_01070,P014,OCCURRED_AT,99
AE_FIRE_PT_01071,P644,OCCURRED_AT,812
AE_FIRE_PT_01072,P721,OCCURRED_AT,802
AE_FIRE_PT_01073,P721,OCCURRED_AT,802
AE_FIRE_PT_01074,P649,OCCURRED_AT,503
AE_FIRE_PT_01075,P699,OCCURRED_AT,191
AE_FIRE_PT_01076,P796,OCCURRED_AT,226
AE_FIRE_PT_01077,P038,OCCURRED_AT,90
AE_FIRE_PT_01078,P819,OCCURRED_AT,66
AE_FIRE_PT_01079,P325,OCCURRED_AT,17
