placeId,activityId
P931,ACT_008
P932,ACT_010
P932,ACT_008
P933,ACT_010
P933,ACT_008
P934,ACT_010
P934,ACT_008
P935,ACT_010
P935,ACT_005
P936,ACT_010
P936,ACT_005
P937,ACT_010
P937,ACT_005
P938,ACT_010
P938,ACT_005
P939,ACT_010
P939,ACT_005
P940,ACT_078
P940,ACT_079
P941,ACT_080
P942,ACT_081
P943,ACT_082
P944,ACT_083
P945,ACT_084
P946,ACT_085
P947,ACT_086
P947,ACT_087
P948,ACT_088
P949,ACT_089
P950,ACT_090
P951,ACT_055
P952,ACT_086
P953,ACT_091
P954,ACT_092
P955,ACT_086
P956,ACT_093
P957,ACT_094
P958,ACT_088
P959,ACT_094
P960,ACT_095
P961,ACT_096
P962,ACT_097
P963,ACT_097
P964,ACT_098
P965,ACT_099
P966,ACT_085
P967,ACT_093
P968,ACT_093
P969,ACT_078
P969,ACT_079
P970,ACT_100
P971,ACT_101
P972,ACT_102
P973,ACT_100
P974,ACT_103
P975,ACT_100
P976,ACT_094
P977,ACT_104
P978,ACT_105
P978,ACT_106
P979,ACT_107
P980,ACT_107
P981,ACT_107
P982,ACT_107
P983,ACT_107
P984,ACT_107
P985,ACT_107
P986,ACT_107
P987,ACT_107
P988,ACT_107
P989,ACT_106
P990,ACT_106
P991,ACT_106
P992,ACT_108
P992,ACT_080
P993,ACT_106
P994,ACT_106
P995,ACT_106
P996,ACT_109
P996,ACT_110
P997,ACT_109
P997,ACT_111
P998,ACT_112
P998,ACT_113
P998,ACT_009
P999,ACT_112
P999,ACT_113
P999,ACT_009
P1000,ACT_113
P1000,ACT_009
P1001,ACT_008
P1001,ACT_010
P1002,ACT_074
P1002,ACT_027
P1003,ACT_114
P1003,ACT_010
P1004,ACT_115
P1004,ACT_005
P1005,ACT_115
P1005,ACT_005
P1006,ACT_008
P1006,ACT_010
P1007,ACT_008
P1007,ACT_010
P1008,ACT_115
P1008,ACT_005
P1009,ACT_116
P1009,ACT_005
P1010,ACT_116
P1010,ACT_005
P1011,ACT_117
P1011,ACT_010
P1012,ACT_118
P1012,ACT_010
P1013,ACT_119
P1014,ACT_016
P1014,ACT_120
P1015,ACT_118
P1015,ACT_010
P1016,ACT_121
P1016,ACT_010
P1017,ACT_122
P1018,ACT_123
P1018,ACT_010
P1019,ACT_124
P1019,ACT_005
P1020,ACT_125
P1021,ACT_126
P1022,ACT_127
P1022,ACT_010
P1023,ACT_126
P1024,ACT_044
P1025,ACT_128
