accidentId,risk_id,relationship,attribution
AE_FIRE_2020_11349,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11376,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11384,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11448,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11467,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11469,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11474,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11475,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11520,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11524,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11525,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11604,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11639,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11719,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11734,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11758,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11764,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11772,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11776,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11848,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11850,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11869,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11886,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11902,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11943,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_11968,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12004,RP_HEAT_02,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12005,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12067,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12070,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12081,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12093,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12105,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12130,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12141,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12154,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12155,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12161,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12170,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12174,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12198,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12203,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12228,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12229,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12230,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12241,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12350,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12388,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12417,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12482,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12492,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12521,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12525,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12530,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12544,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12562,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12591,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12610,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12614,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12622,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12635,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12649,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12652,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12717,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12723,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12807,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12817,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12818,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12827,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12840,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12843,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12862,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12863,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12871,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12889,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12902,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12964,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_12977,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13029,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13031,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13115,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13130,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13139,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13211,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13234,RP_HEAT_02,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13252,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13279,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13281,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13350,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13362,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13375,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13380,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13381,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13396,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13434,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13447,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13451,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13472,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13484,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13488,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13495,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13523,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13552,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13588,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13611,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13643,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13649,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13684,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13720,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13754,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13795,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13804,RP_DROWN_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13820,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13841,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13849,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13850,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13862,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13866,RP_HEAT_02,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13968,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_13974,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14018,RP_HEAT_02,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14034,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14142,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14153,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14155,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14161,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14180,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14200,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14217,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14271,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14272,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14279,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14291,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14344,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14389,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14422,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14462,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14511,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14520,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14546,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14562,RP_DROWN_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14572,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14575,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14582,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14587,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14591,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14649,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14653,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14663,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14735,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14766,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14811,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14827,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14842,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14843,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14844,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14852,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14860,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14902,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14910,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14938,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14954,RP_DROWN_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_14956,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15015,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15028,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15052,RP_DROWN_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15053,RP_DROWN_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15054,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15063,RP_CO_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15126,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15129,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15131,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15147,RP_DROWN_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15180,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15188,RP_DROWN_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15240,RP_DROWN_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15284,RP_DROWN_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15299,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15311,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15315,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15389,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15412,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15434,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15468,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15504,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15516,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15531,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15625,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15626,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15651,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15710,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15720,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15728,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15742,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15743,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15758,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15882,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_15957,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16007,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16033,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16058,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16117,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16467,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16490,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16491,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16503,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16532,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16586,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16596,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16621,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16630,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16650,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16669,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16747,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16758,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16798,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16823,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16894,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16895,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16914,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16915,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16944,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16947,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16961,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16967,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_16972,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17003,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17066,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17068,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17073,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17079,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17182,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17188,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17198,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17223,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17226,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17250,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17271,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17274,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17280,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17282,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17309,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17321,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17324,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17336,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17343,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17366,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17369,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17376,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17384,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17420,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17430,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17432,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17462,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17473,RP_ANIMAL_01,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17475,RP_FALL_CLIFF,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17521,RP_SLIP_TERRAIN,EVIDENCES,PLACE_CONFIRMED_FIRE
AE_FIRE_2020_17542,RP_MACHINE_01,EVIDENCES,PLACE_CONFIRMED_FIRE
