placeId,region_id,relationship
P131,REG_서귀포시_법환동,LOCATED_IN
P132,REG_서귀포시_색달동,LOCATED_IN
P133,REG_서귀포시_성산읍,LOCATED_IN
P134,REG_서귀포시_서귀동,LOCATED_IN
P135,REG_서귀포시_서귀동,LOCATED_IN
P136,REG_서귀포시_서귀동,LOCATED_IN
P137,REG_서귀포시_서귀동,LOCATED_IN
P138,REG_서귀포시_서귀동,LOCATED_IN
P139,REG_서귀포시_서홍동,LOCATED_IN
P140,REG_제주시_이도일동,LOCATED_IN
P141,REG_서귀포시_남원읍,LOCATED_IN
P142,REG_서귀포시_색달동,LOCATED_IN
P143,REG_서귀포시_서귀동,LOCATED_IN
P144,REG_서귀포시_서귀동,LOCATED_IN
P145,REG_서귀포시_서귀동,LOCATED_IN
P146,REG_제주시_조천읍,LOCATED_IN
P147,REG_제주시_조천읍,LOCATED_IN
P148,REG_서귀포시_중문동,LOCATED_IN
P149,REG_서귀포시_호근동,LOCATED_IN
P150,REG_제주시_한림읍,LOCATED_IN
P151,REG_서귀포시_색달동,LOCATED_IN
P152,REG_제주시_일도일동,LOCATED_IN
P153,REG_서귀포시_안덕면,LOCATED_IN
P154,REG_서귀포시_서귀동,LOCATED_IN
P155,REG_제주시_삼도이동,LOCATED_IN
P156,REG_제주시_삼도이동,LOCATED_IN
P157,REG_서귀포시_안덕면,LOCATED_IN
P158,REG_제주시_삼도이동,LOCATED_IN
P159,REG_제주시_일도일동,LOCATED_IN
P160,REG_제주시_삼도이동,LOCATED_IN
P161,REG_제주시_삼도이동,LOCATED_IN
P162,REG_서귀포시_성산읍,LOCATED_IN
P163,REG_서귀포시_중문동,LOCATED_IN
P164,REG_서귀포시_색달동,LOCATED_IN
P165,REG_서귀포시_표선면,LOCATED_IN
P166,REG_서귀포시_서귀동,LOCATED_IN
P167,REG_서귀포시_성산읍,LOCATED_IN
P168,REG_제주시_삼도이동,LOCATED_IN
P169,REG_제주시_건입동,LOCATED_IN
P170,REG_제주시_삼도이동,LOCATED_IN
P171,REG_제주시_한림읍,LOCATED_IN
P172,REG_제주시_한림읍,LOCATED_IN
P173,REG_서귀포시_표선면,LOCATED_IN
P174,REG_서귀포시_표선면,LOCATED_IN
P175,REG_서귀포시_표선면,LOCATED_IN
P176,REG_제주시_건입동,LOCATED_IN
